seed,jx_err_mean_orig_data,jx_err_mean_decorrelated_data
0,0.004680134420319,0.001079886610676281
1,0.0264337866816436,0.2315044955421083
2,0.0718590162694964,0.11423678239079894
3,0.3284720810041298,0.19061971799194224
4,0.0575204098678581,0.11185856294346973
5,0.4027089655599731,0.019126915366371896
6,0.0918429752876144,0.0062088770771349285
7,0.0643362487626426,0.2545125893202802
