c,Jx,Ju,seed
-1000.0,5.452159520504248e-07,-0.0004609268693161985,1
-703.8135554931555,1.1032260652247702e-06,-0.0006553495077248725,1
-495.353520895917,2.2345134193945446e-06,-0.0009320515209732769,1
-348.6365227678084,4.532170982276871e-06,-0.0013261304437716364,1
-245.37511066398167,9.210404232979026e-06,-0.001887939930351409,1
-172.69832906594343,1.876942425605569e-05,-0.00269001508728895,1
-121.54742500762859,3.839830131605466e-05,-0.003837445794821515,1
-85.5467253556568,7.898409004721605e-05,-0.005483728716803027,1
-60.20894493336129,0.00016352587563687386,-0.007855829584264087,1
-42.37587160604061,0.0003420902734155191,-0.01129643189851101,1
-29.824712862168894,0.0007436212002759664,-0.016337898198837672,1
-20.991037201085536,0.0016785507617221459,-0.02390232291064997,1
-14.773776525985111,0.0037380794417529875,-0.0358463931733269,1
-10.3979841848149,0.008571307196886403,-0.056632966240746735,1
-7.318242219076174,0.025341191877935276,-0.09725912226015271,1
-5.150678076168122,0.09692905819990905,-0.17255539032764897,1
-3.6251170499885315,0.3817847725703817,-0.27971567001723785,1
-2.5514065200312874,1.1498631243305268,-0.3839170370870147,1
-1.795714494371639,2.35232673229508,-0.5638753317725839,1
-1.2638482029342972,3.2926420178144835,-0.6486597817049999,1
-0.8895134973108227,3.597863151367306,-0.40736630013072983,1
-0.6260516572014815,3.5978133681545126,-0.05244045686351401,1
-0.4406236427773568,3.56283478131432,0.21131962198930623,1
-0.31011689265747755,3.5452487212250188,0.33774709196434083,1
-0.21826447283974873,3.5170949111498087,0.36928348149691415,1
-0.1536174946671828,3.462150367337141,0.3581830899889824,1
-0.10811807510766078,3.3880086545670065,0.3358835050743189,1
-0.07609496685459868,3.309494143513216,0.31521613253011,1
-0.053556669177068965,3.237601208647074,0.2994413377324968,1
-0.03769390975388356,3.17742388309356,0.28828431669427346,1
-0.026529484644318944,3.1298506609626697,0.2806282427728369,1
-0.018671810912919168,3.0936178176014377,0.27542199748426266,1
-0.013141473626117554,3.066697833518082,0.27187924822485265,1
-0.009249147277217335,3.047029001120029,0.2694572422672559,1
-0.006509675230458164,3.0328214277627152,0.26779199354903943,1
-0.004581597669054491,3.022639159422809,0.26664089953666226,1
-0.003224590545296391,3.015381407986511,0.26584161096383047,1
-0.0022695105366946685,3.0102277889121747,0.2652846189021714,1
-0.0015973122800602524,3.0065779611320607,0.2648954148501861,1
-0.0011242100350620863,3.00399791478231,0.2646229033769991,1
-0.000791234261898131,3.0021764599826373,0.2644318148268619,1
-0.0005568813990945267,3.0008917257681276,0.26429767779606544,1
-0.00039194067748472134,2.9999861390799833,0.26420344644520205,1
-0.0002758531617629181,2.9993480941260002,0.26413721269804247,1
-0.00019414919457438776,2.9988986920500427,0.26409063997065424,1
-0.00013664483492953244,2.9985822295921114,0.2640578830313417,1
-9.617248711152944e-05,2.9983594161883453,0.26403483895543317,1
-6.768750009458528e-05,2.998202556054184,0.2640186255284255,1
-4.7639380104013405e-05,2.998092135433538,0.2640072169287002,1
-3.352924149249553e-05,2.9980144098315744,0.2639991887049077,1
-2.3598334667821938e-05,2.9979597005096306,0.26399353897799277,1
-1.6608827826277133e-05,2.99792119287548,0.26398956294358034,1
-1.1689518164985777e-05,2.9978940894561426,0.26398676471519045,1
-8.227241341700457e-06,2.997875013095675,0.2639847953626538,1
-5.790443980602471e-06,2.9978615865941327,0.26398340934454695,1
-4.075392965871778e-06,2.9978521366915114,0.26398243386548914,1
-2.868316813342009e-06,2.9978454856482224,0.26398174731965235,1
-2.0187602546790346e-06,2.997840804517278,0.26398126412411504,1
-1.420830832533918e-06,2.997837509855773,0.26398092404688983,1
-1e-06,2.9978351910193832,0.26398068469708824,1
1e-06,2.9978241706401523,0.26397954719942923,1
1.420830832533921e-06,2.997821851761175,0.26397930785514256,1
2.018760254679039e-06,2.997818557013693,0.2639789677890516,1
2.868316813342009e-06,2.997813875709182,0.26397848461599205,1
4.075392965871778e-06,2.997807224315507,0.2639777981155327,1
5.790443980602483e-06,2.9977977737055372,0.2639768227280815,1
8.227241341700474e-06,2.99778434577603,0.26397543689490666,1
1.1689518164985777e-05,2.997765266532842,0.2639734679157022,1
1.6608827826277167e-05,2.9977381572939845,0.2639706704409795,1
2.3598334667821938e-05,2.997699637911612,0.26396669592804506,1
3.35292414924956e-05,2.9976449048728337,0.2639610492726255,1
4.7639380104013405e-05,2.9975671313922647,0.2639530272494475,1
6.768750009458542e-05,2.9974566141161896,0.2639416311672744,1
9.617248711152965e-05,2.997299558857894,0.2639254430102057,1
0.00013664483492953258,2.9970763515452936,0.26390244994825024,1
0.00019414919457438816,2.9967590938799025,0.26386979599389543,1
0.00027585316176291844,2.996308086470892,0.26382343116851686,1
0.0003919406774847221,2.9956668007350093,0.2637576171259523,1
