arm,seed,train_mse,dense_jx_relerr_median,dense_ju_relerr_median,dense_jx_relerr_max,traj_jx_relerr_median,traj_ju_relerr_median,traj_jx_relerr_max
arm_5,0,7.0979472892862804e-09,0.004886115994765203,0.5115030581664481,0.11048558314034936,0.0020090974383759337,0.05099187435036118,0.024999715987129113
arm_5,1,9.065844355395517e-07,0.3449645342939269,55.57788668531576,6.709253715646677,0.28668060368926296,1.2623032556519056,0.4390342489351392
arm_5,2,2.0472619369784785e-08,0.0002796853441338798,1.8402767840671856,0.029886802061366517,0.0005941274544613718,0.018382421134686792,0.002175079437461193
arm_5,3,5.588050894613768e-08,0.013511097079215464,1.7275173308189093,0.01420793790082147,0.009866144008251507,0.17397190334922868,0.03270323440556966
arm_5,4,7.781830101467299e-08,0.013387599086245424,0.15928824127880237,0.1744220457036889,0.001527432239771464,0.1410278983845715,0.028000732825067702
arm_5,5,5.676369796534979e-08,0.038956979294308774,5.66115260526517,0.05224366168610476,0.025893364532264377,0.3501710953785464,0.0864545078239627
arm_5,6,3.917517291641845e-09,0.0009900165437215825,2.7031150091016105,0.016810913058166295,0.00034495114935735225,0.010298472623919072,0.007725618803992902
arm_5,7,1.2299393567606617e-08,0.0138672716965468,7.527874763271486,0.2522737140926849,0.0022347947428448763,0.053250970963475155,0.03288698912825669
