seed,y_max_predicted,plateau_measured,ratio
0,6.909828717717543,2.2250736848990025,0.3220157511565626
1,6.558241291737446,1.089347707751274,0.16610363347315601
2,6.20578584104045,4.74370069889093,0.7643996780423234
3,6.495278234932743,3.416993604255958,0.5260734768648967
4,9.160919574895892,1.4680259826077724,0.1602487578463929
5,6.11219370166498,1.9827534064525754,0.32439309080019296
6,7.029125185166885,2.1820946989235352,0.31043616971401655
7,7.6526754899038485,0.28209576366105954,0.03686237107966065
