seed,train_mse,r_star_plateau_radius,amplitude,jx_plateau,jx_plateau_relerr_vs_ATRUE,ju_plateau,ju_plateau_relerr_vs_BTRUE,jx_far,ju_far,r_correctness_radius_Jx_10pct,r_correctness_radius_Ju_10pct
0,2.6850601606589895e-05,1.2638482029342997,1.491706296307214,1.491713599876428,0.44826563094798827,0.11444206262274913,10.444206262274912,7.303569213956219e-06,0.0012836499498166377,,
1,2.778704448701909e-07,0.8895134973108236,2.9978328756293093,2.9978351910193832,1.91051960293144,0.26398068469708824,25.39806846970882,2.3153900738019655e-06,0.0003186351743810508,,
2,3.0934797506787917e-07,0.21826447283974873,3.086619298011769,3.0866219056912256,1.9967202967875979,1.4216418822081311,141.16418822081312,2.6076794567225975e-06,0.005559824156953003,,
3,2.6547170327061807e-07,0.07609496685459884,6.394656485207761,6.394656653028198,5.208404517503104,2.4232409324157818,241.3240932415782,1.6782043634570794e-07,0.0007523798535238102,,
4,2.3581631501678727e-06,0.15361749466718297,6.6221358459409725,6.622139208063423,5.429261367051867,0.40549006851482455,39.54900685148245,3.3621224503806844e-06,0.0002667747400966672,,
5,2.157239279076635e-06,0.10811807510766078,1.8911979705580975,1.8912037653065819,0.836120160491827,1.8122704628800084,180.22704628800082,5.794748484493822e-06,0.0023120978485262644,,
6,4.605834675013504e-07,0.44062364277735727,3.3909796641397256,3.3909809095576158,2.292214475298656,1.2050163071457498,119.50163071457497,1.245417890144233e-06,0.0033655187335591627,,
7,2.563016657562839e-07,14.773776525985127,0.011161630502669457,0.011163045813199636,0.9891620914434954,1.0854946278886233,107.54946278886233,1.4153105301798375e-06,0.0013102755074147446,,
