eps,median_amplitude,median_width
1e-08,1.9117977708147937,0.23677489523169648
1e-06,1.6773733811888418,0.3637276620557791
0.0001,0.6883709572356742,0.2598735344835853
0.01,1.3058645951633674,0.7402110306294247
0.1,-0.5219544902699859,0.2810855338924929
