x_center,Jx,seed,train_mse
115.0,0.00772111233212253,6,0.0007421892313692708
120.0,0.0070985768866519815,6,0.0007421892313692708
0.0,4.547551244919855,7,0.00043202739560189275
-20.0,0.013236821571167647,7,0.00043202739560189275
-15.0,0.016976183362616182,7,0.00043202739560189275
-10.0,0.09675329613390908,7,0.00043202739560189275
-5.0,0.3634350288734442,7,0.00043202739560189275
0.0,4.547551244919855,7,0.00043202739560189275
5.0,2.2712603820663357,7,0.00043202739560189275
10.0,0.20090618415136896,7,0.00043202739560189275
15.0,-0.19863266200388716,7,0.00043202739560189275
20.0,-0.12309773534627258,7,0.00043202739560189275
25.0,-0.03806207209944865,7,0.00043202739560189275
30.0,0.021656294771751194,7,0.00043202739560189275
35.0,0.06044347195145142,7,0.00043202739560189275
40.0,0.08171981077531319,7,0.00043202739560189275
45.0,0.08821328594121491,7,0.00043202739560189275
50.0,0.08385571305838586,7,0.00043202739560189275
55.0,0.07347801708464857,7,0.00043202739560189275
60.0,0.06131568898577825,7,0.00043202739560189275
65.0,0.05005636889271618,7,0.00043202739560189275
70.0,0.04087458367318187,7,0.00043202739560189275
75.0,0.033943572597630006,7,0.00043202739560189275
80.0,0.02894089228682569,7,0.00043202739560189275
85.0,0.025384403117815656,7,0.00043202739560189275
90.0,0.022812864933802374,7,0.00043202739560189275
95.0,0.0208629157006496,7,0.00043202739560189275
100.0,0.019284574293804802,7,0.00043202739560189275
105.0,0.01792476173105804,7,0.00043202739560189275
110.0,0.01669935485801504,7,0.00043202739560189275
115.0,0.01556652875994988,7,0.00043202739560189275
120.0,0.01450710015960991,7,0.00043202739560189275
