c,Jx,Ju,seed
-1000.0,1.504437907348515e-06,0.0016500901346178831,6
-703.8135554931555,3.0384864490353108e-06,0.0023448580259879588,6
-495.353520895917,6.1380009428329525e-06,0.0033323702131097164,6
-348.6365227678084,1.2402704447875154e-05,0.00473619153318105,6
-245.37511066398167,2.5071203022908863e-05,0.006732258224718953,6
-172.69832906594343,5.0707656921027627e-05,0.009571287500110536,6
-121.54742500762859,0.0001026384638720105,0.013610979085703065,6
-85.5467253556568,0.00020796034372074868,0.019362430995042534,6
-60.20894493336129,0.00042039132153934945,0.027554388362333936,6
-42.37587160604061,0.0008226171249325547,0.03916717870586846,6
-29.824712862168894,0.0015048048829072271,0.0551187352591645,6
-20.991037201085536,0.003224129720300438,0.07511011537935257,6
-14.773776525985111,0.010144598573843833,0.09604207181566687,6
-10.3979841848149,0.031193961565823783,0.11122630397700667,6
-7.318242219076174,0.07132251240128863,0.11916361373300409,6
-5.150678076168122,0.13208434936102112,0.1316957380604088,6
-3.6251170499885315,0.22564991492232658,0.16279953652161572,6
-2.5514065200312874,0.33980510165693645,0.2078388386913306,6
-1.795714494371639,0.46180924586005484,0.24216907437992136,6
-1.2638482029342972,0.6922350668227248,0.25820660117059885,6
-0.8895134973108227,1.1086862810264213,0.27222451666251934,6
-0.6260516572014815,1.6627329569704905,0.3330319495401074,6
-0.4406236427773568,2.2239394499770104,0.4604500793850619,6
-0.31011689265747755,2.677454644138925,0.6240790830119572,6
-0.21826447283974873,2.9855835386400837,0.7809664443692383,6
-0.1536174946671828,3.171308399051868,0.9074262679340154,6
-0.10811807510766078,3.275137769415251,0.9999778214897652,6
-0.07609496685459868,3.330687572087062,1.0645213891473841,6
-0.053556669177068965,3.359708006910771,1.1086403659947266,6
-0.03769390975388356,3.3747007871536487,1.1386515271668194,6
-0.026529484644318944,3.38242455130637,1.1591140544291103,6
-0.018671810912919168,3.3864165273901023,1.1731373679249164,6
-0.013141473626117554,3.38849711054873,1.1828014241062028,6
-0.009249147277217335,3.3895959142977357,1.189494798894195,6
-0.006509675230458164,3.390186748212977,1.1941497915707247,6
-0.004581597669054491,3.3905116918213647,1.1973975690141136,6
-0.003224590545296391,3.3906952049858776,1.199669023700755,6
-0.0022695105366946685,3.3908019255948036,1.201260488475369,6
-0.0015973122800602524,3.390865903179817,1.2023769754282607,6
-0.0011242100350620863,3.3909054098023854,1.203160975523223,6
-0.000791234261898131,3.3909304776800053,1.203711870467687,6
-0.0005568813990945267,3.390946764026138,1.2040991530763192,6
-0.00039194067748472134,3.3909575542293413,1.2043715070424053,6
-0.0002758531617629181,3.3909648153771608,1.2045630839189736,6
