label,cond,eff_n,median_err,std_err,min_err,max_err
reset_based_cond10,10.097102892451607,100.0,0.000467674193994756,0.008513559482058253,4.629003153644599e-05,0.023572244286471464
eff_n>=15,40.9771336185819,15.004481321672172,0.01868853646796205,0.07978774293128112,0.0042300812453423,0.2284957881261697
eff_n>=30,65.5827336402775,30.00030813922985,0.05873446024446325,0.15028377980467153,0.0013078988235005,0.4126912539682683
eff_n>=50,85.3329955044701,50.000017833807696,0.0416728296990904,0.04215559173910055,0.0023979480541922,0.1239363055657539
eff_n>=80,107.77649150842272,80.00003066867437,0.05655614747383815,0.10222921518003418,0.0012802496879918,0.293734035887734
native,156.02388494737758,100.0,0.0680976325160695,0.14860591120096145,0.004680134420319,0.4027089655599731
