c,Jx,Ju,seed
-1000.0,-2.095859828911162e-07,-3.583406130874349e-05,3
-703.8135554931555,-4.2281965065757875e-07,-5.091068582712389e-05,3
-495.353520895917,-8.529175214651927e-07,-7.232855250408498e-05,3
-348.6365227678084,-1.7201397250091768e-06,-0.00010275278719317177,3
-245.37511066398167,-3.467626099107367e-06,-0.00014596672260088124,3
-172.69832906594343,-6.986147736609877e-06,-0.00020733931430073316,3
-121.54742500762859,-1.4062743174296307e-05,-0.0002944857717013315,3
-85.5467253556568,-2.8289315729074243e-05,-0.0004180525015265151,3
-60.20894493336129,-5.743056821935614e-05,-0.0005875801585628049,3
-42.37587160604061,-0.00012281754469388353,-0.0007595417266329441,3
-29.824712862168894,-0.00028625946522926453,-0.0007147491635327472,3
-20.991037201085536,-0.0007289430160959859,-0.0005136100944496441,3
-14.773776525985111,-0.002074168991900935,-0.00261206094367715,3
-10.3979841848149,-0.005648050463606424,-0.01258903592698713,3
-7.318242219076174,-0.011679722296476638,-0.033331845797905185,3
-5.150678076168122,-0.01513043214591839,-0.06146962780961938,3
-3.6251170499885315,0.012280654465668325,-0.09510391080644486,3
-2.5514065200312874,0.15033976378393707,-0.11317823668706486,3
-1.795714494371639,0.4294989025926269,-0.06534122955584014,3
-1.2638482029342972,0.6477860835780466,0.08036395265382452,3
-0.8895134973108227,0.4942525647962063,0.31508342347502616,3
-0.6260516572014815,0.27813281587356853,0.5995090987425107,3
-0.4406236427773568,1.030093053368183,1.087882385725755,3
-0.31011689265747755,4.7347594195564735,2.173258518295642,3
-0.21826447283974873,10.801180549309016,3.4812170255783332,3
-0.1536174946671828,13.16504304551559,3.8365186071811994,3
-0.10811807510766078,12.074460251579762,3.5458889692128057,3
-0.07609496685459868,10.44239081949285,3.202607102143186,3
-0.053556669177068965,9.168585494678288,2.9500930590408925,3
-0.03769390975388356,8.287670136299962,2.780063733686822,3
-0.026529484644318944,7.692559441553834,2.6668073528491507,3
-0.018671810912919168,7.289875867915339,2.5907866336791243,3
-0.013141473626117554,7.015367505362163,2.539213431654506,3
-0.009249147277217335,6.826799042934897,2.503892775220623,3
-0.006509675230458164,6.696435765550086,2.479521699130747,3
-0.004581597669054491,6.605866232266349,2.4626114719465226,3
-0.003224590545296391,6.5427122122767525,2.4508300168175574,3
-0.0022695105366946685,6.498557207235295,2.4425976002266623,3
-0.0015973122800602524,6.467626200366797,2.436832992201229,3
-0.0011242100350620863,6.445928937503185,2.432790379428516,3
-0.000791234261898131,6.430694016810377,2.4299523617131076,3
-0.0005568813990945267,6.419989274339614,2.427958505788439,3
-0.00039194067748472134,6.412463954275784,2.4265569756672383,3
-0.0002758531617629181,6.40717190406979,2.425571437750266,3
-0.00019414919457438776,6.40344945368445,2.4248782376667886,3
-0.00013664483492953244,6.400830615916551,2.4243905694442955,3
-9.617248711152944e-05,6.398987974112934,2.424047448628181,3
-6.768750009458528e-05,6.397691361244943,2.423806008393443,3
-4.7639380104013405e-05,6.396778918022053,2.4236361056604836,3
-3.352924149249553e-05,6.396136792754586,2.4235165387805546,3
-2.3598334667821938e-05,6.395684888308351,2.4234323924126535,3
-1.6608827826277133e-05,6.395366847695524,2.4233731722398897,3
-1.1689518164985777e-05,6.395143014258548,2.4233314938555535,3
-8.227241341700457e-06,6.394985481143726,2.4233021608243632,3
-5.790443980602471e-06,6.394874609130152,2.4232815162260994,3
-4.075392965871778e-06,6.394796576859155,2.4232669864695526,3
-2.868316813342009e-06,6.39474165716217,2.423256760324825,3
-2.0187602546790346e-06,6.394703004169324,2.423249563072548,3
-1.420830832533918e-06,6.3946757997850865,2.423244497572117,3
-1e-06,6.394656653028198,2.4232409324157818,3
1e-06,6.394565658648689,2.4232239891281075,3
1.420830832533921e-06,6.394546512165091,2.4232204240265847,3
2.018760254679039e-06,6.394519308332571,2.423215358636807,3
2.868316813342009e-06,6.394480656453508,2.423208161607914,3
4.075392965871778e-06,6.394425739004981,2.4231979359141436,3
5.790443980602483e-06,6.394347711273083,2.4231834070679703,3
8.227241341700474e-06,6.394236848422862,2.4231627643075346,3
1.1689518164985777e-05,6.394079333806652,2.4231334349864793,3
1.6608827826277167e-05,6.393855537713934,2.4230917640920104,3
2.3598334667821938e-05,6.393537572490219,2.423032559039499,3
3.35292414924956e-05,6.39308582023652,2.4229484431957595,3
4.7639380104013405e-05,6.39244400220928,2.4228289379367944,3
6.768750009458542e-05,6.391532179230712,2.422659159601779,3
9.617248711152965e-05,6.39023681848709,2.422417970496634,3
0.00013664483492953258,6.388396704421589,2.4220753566508346,3
0.00019414919457438816,6.385782969547617,2.421588711879361,3
0.00027585316176291844,6.382070820668263,2.4208975778960453,3
0.0003919406774847221,6.376799566678234,2.4199162109315093,3
0.0005568813990945272,6.369316228964985,2.4185231009288595,3
0.0007912342618981327,6.358696237883482,2.4165462430644604,3
0.0011242100350620874,6.343632406212123,2.413742539785315,3
0.0015973122800602556,6.322280515925557,2.4097691973006197,3
0.0022695105366946707,6.292046671785616,2.4041444198744677,3
0.003224590545296398,6.249298819655918,2.396194248996124,3
0.004581597669054491,6.188984478833971,2.3849824223401255,3
0.00650967523045817,6.104143396755539,2.3692214942775367,3
0.009249147277217335,5.985327435397584,2.347167948292948,3
0.01314147362611758,5.820000592203672,2.3165150820288765,3
0.018671810912919206,5.592126492425022,2.2743209659478794,3
0.026529484644319,5.282415377392779,2.217052655658122,3
0.037693909753883634,4.87014640111485,2.1408950881514595,3
0.053556669177069076,4.338013757852727,2.0425358776588434,3
0.07609496685459884,3.681486391364572,1.9205767512555392,3
0.10811807510766078,2.922220840554473,1.7772782160535052,3
0.15361749466718297,2.1195298680466452,1.619340524144346,3
0.21826447283974873,1.3674497224261941,1.4556931270879807,3
0.31011689265747816,0.7677565251196367,1.2923987532414567,3
0.44062364277735727,0.38514889324053575,1.130779167119123,3
0.6260516572014828,0.20698900930867462,0.9744523819844157,3
0.8895134973108236,0.15391082329078384,0.8279842935175207,3
1.2638482029342997,0.14378773379253024,0.6789385510504279,3
1.795714494371641,0.10809756409028722,0.5200484204358028,3
2.5514065200312928,0.04669380578586753,0.3672932875039315,3
3.6251170499885355,0.002367489795005208,0.25231621830969825,3
5.150678076168132,-0.01689280061944147,0.18267000465464858,3
7.318242219076182,-0.023476635182425286,0.1367046931105722,3
10.397984184814922,-0.023946458182800126,0.10390442724474262,3
14.773776525985127,-0.021047342275030013,0.07952166565860536,3
20.991037201085547,-0.014979565860937372,0.0601688151641476,3
29.82471286216894,-0.007657611209432809,0.044239332236412736,3
42.37587160604063,-0.002521206548557783,0.03171665701807333,3
60.20894493336138,-0.00048027339144980885,0.02247010106936234,3
85.54672535565685,-4.4495818969799054e-05,0.015849867235510833,3
121.54742500762885,-1.0992487908310977e-06,0.011164372478470295,3
172.69832906594397,2.439888640912477e-07,0.007861180829644142,3
245.37511066398167,1.2605488980029967e-07,0.00553452795523573,3
348.63652276780874,6.172490117187314e-08,0.003896128679087432,3
495.353520895918,3.0328427669092976e-08,0.0027425706491764155,3
703.8135554931577,1.4943449050602937e-08,0.0019304676695891358,3
1000.0,7.374750908128461e-09,0.0013587929844467391,3
