seed,w_dec_angular_displacement_deg,branch_direction_angular_displacement_deg,which_moved_more,signed_cos_median,signed_cos_mean,abs_cos_median,abs_cos_mean
0,20.860801696777344,12.33491579606778,W_dec,-0.00806749125057842,-0.008080511045427936,0.00806749125057842,0.008080511045427936
1,45.3861083984375,41.91349567932285,W_dec,0.023208463063432917,0.023595997511837215,0.023208463063432917,0.023595997511837215
2,28.64277458190918,27.64274541391725,W_dec,0.028662742509513058,0.0290461994047084,0.028662742509513058,0.0290461994047084
3,43.805545806884766,29.31920068263799,W_dec,0.06622159303493601,0.07046260642739005,0.06622159303493601,0.07046260642739005
4,42.37166213989258,66.87510599075009,branch,-0.1290537060912671,-0.1022804478840169,0.1290537060912671,0.1022804478840169
5,75.82244873046875,30.158646524712093,W_dec,0.10618900367451342,0.10881178294372593,0.10618900367451342,0.10881178294372593
6,20.029115676879883,14.618059750713583,W_dec,0.0580230184040878,0.058451948668059875,0.0580230184040878,0.058451948668059875
7,20.725563049316406,21.5012323976252,branch,0.04023861684445638,0.03855854335373166,0.04023861684445638,0.03855854335373166
