arm,seed,train_mse,dense_jx_relerr_median,dense_ju_relerr_median,dense_jx_relerr_max,traj_jx_relerr_median,traj_ju_relerr_median,traj_jx_relerr_max
arm_4,0,7.70740280176516e-08,0.00029805400066454407,0.003939870890547724,0.00029805400066454407,0.00029805400066454407,0.003939870890547724,0.00029805400066454407
arm_4,1,1.4669244466450256e-07,0.00012466302005961853,0.002615473057909247,0.00012466302005961853,0.00012466302005961853,0.002615473057909247,0.00012466302005961853
arm_4,2,1.0247774737351721e-07,0.0002817087084958065,0.0013005763238951168,0.0002817087084958065,0.0002817087084958065,0.0013005763238951168,0.0002817087084958065
arm_4,3,1.478247262182297e-07,9.12087680096894e-06,0.007466027559563729,9.12087680096894e-06,9.12087680096894e-06,0.007466027559563729,9.12087680096894e-06
arm_4,4,2.8579690410390744e-08,8.313571932317932e-05,0.001343226022111274,8.313571932317932e-05,8.313571932317932e-05,0.001343226022111274,8.313571932317932e-05
arm_4,5,1.9528927288517632e-08,0.00010504782081136275,0.00034026619815333975,0.00010504782081136275,0.00010504782081136275,0.00034026619815333975,0.00010504782081136275
arm_4,6,1.821713680869232e-08,8.478105843904843e-05,0.00048242443158996035,8.478105843904843e-05,8.478105843904843e-05,0.00048242443158996035,8.478105843904843e-05
arm_4,7,2.511188841647243e-07,0.0008102728416385584,0.007427463232048681,0.0008102728416385584,0.0008102728416385584,0.007427463232048681,0.0008102728416385584
