seed,init_cos_median,init_cos_mean,init_abs_cos_median,init_projected_ratio_median,init_projected_ratio_mean,init_actual_abs_cos,init_null_mean_abs_cos,init_null_std_abs_cos,init_theoretical_baseline_1_over_sqrtH,init_percentile_of_actual_in_null,final_cos_median,final_cos_mean,final_abs_cos_median,final_projected_ratio_median,final_projected_ratio_mean,final_actual_abs_cos,final_null_mean_abs_cos,final_null_std_abs_cos,final_theoretical_baseline_1_over_sqrtH,final_percentile_of_actual_in_null,projected_ratio_shrink_factor
0,-0.09582673183940466,-0.023953002735136314,0.09609717528489835,0.06364656988354943,0.2923869248300295,0.09661166460528822,0.2904897750384614,0.20194295022372102,0.35355339059327373,20.0,-0.00806749125057842,-0.008080511045427936,0.00806749125057842,0.007143420396799301,0.016420031508095276,0.00806749118390601,0.2963100890985423,0.2073543522743548,0.35355339059327373,1.7500000000000002,8.90981719514465
1,0.32440191263260093,0.08924692794978775,0.32550313374986817,0.10543305697956395,0.13774046497593015,0.325504029549665,0.29992482568138257,0.2043037296220456,0.35355339059327373,59.599999999999994,0.023208463063432917,0.023595997511837215,0.023208463063432917,0.0355979514561425,0.08806066022187647,0.02324215951829605,0.2905080428796221,0.19744634317088983,0.35355339059327373,5.0,2.9617731545440167
2,-0.4641328709161029,-0.12118519456544748,0.4641424073194533,0.5294905830341217,0.5928305690642602,0.46414735757217324,0.2947098056651638,0.19900201725476757,0.35355339059327373,78.7,0.028662742509513058,0.0290461994047084,0.028662742509513058,0.017268299885073328,0.03068304810655295,0.02866274227702208,0.2814711364785844,0.19562728293252743,0.35355339059327373,6.0,30.66257747190341
3,0.13621324819768305,0.03646562586370586,0.1377819540131051,0.04306692997144129,0.10881889106371558,0.13778017865423392,0.29855771307237156,0.20254873450060606,0.35355339059327373,26.150000000000002,0.06622159303493601,0.07046260642739005,0.06622159303493601,0.07467455050291977,0.11661759122099795,0.06618793042760807,0.2945239263753176,0.20096164638074937,0.35355339059327373,12.5,0.5767283456196683
4,-0.4643959649697911,-0.1243539941147162,0.46774475927450193,0.16974606297607492,0.25084442549472086,0.46769204003275816,0.28542535918190565,0.19791410407778384,0.35355339059327373,80.55,-0.1290537060912671,-0.1022804478840169,0.1290537060912671,0.05759968786654296,0.11200968889782553,0.12900030119357492,0.29010764554879814,0.19984957565289554,0.35355339059327373,25.7,2.9469962297256247
5,-0.1929918890218222,-0.05170014370526137,0.19306399118337703,1.665136384531405,2.2768847819559674,0.19306578165130334,0.29283813288532917,0.20030521556512265,0.35355339059327373,37.8,0.10618900367451342,0.10881178294372593,0.10618900367451342,0.09218649515940922,0.1329511579714145,0.10618969962650039,0.2890423465714525,0.20149504628252551,0.35355339059327373,21.5,18.06269325731546
6,0.06621952562533369,0.017345463842644956,0.06691057349452825,0.022100063360370126,0.04675656430539123,0.06690979101943313,0.2961834065025751,0.20106625931260794,0.35355339059327373,12.75,0.0580230184040878,0.058451948668059875,0.0580230184040878,0.05452998632984031,0.14525396580957287,0.05802354531521164,0.2906813084102936,0.19845485010043362,0.35355339059327373,11.15,0.40528275996057533
7,0.13414299380792924,0.03712942710028582,0.13469176784326498,0.022532216466676736,0.04948758581862817,0.13469169945817736,0.29505986414334723,0.20376843485107143,0.35355339059327373,27.0,0.04023861684445638,0.03855854335373166,0.04023861684445638,0.021278873139315778,0.03796933582718209,0.04023638217885517,0.2913360163244623,0.20288568522245745,0.35355339059327373,8.05,1.058900831785365
