arm,seed,branch_skip_ratio_median,branch_skip_ratio_mean,C_err_rel,R_norm_median,R_norm_max,jx_err_mean
arm_5,0,0.03989832005053347,0.10905093450811128,0.00617277083627171,0.012327815072551896,0.22936617037010118,0.004680134420319
arm_5,1,0.10871721104390977,0.1451057883176573,0.03669068336522883,0.05675529955143242,1.3335394714979503,0.0264337866816436
arm_5,2,0.06986855129076051,4.970976219672061,0.0854762447436298,0.08560986035622171,0.5551340374890922,0.0718590162694964
arm_5,3,0.6501242965370628,0.8346140898046026,0.4688058357114797,0.38125526120171976,2.4682661270137762,0.3284720810041298
arm_5,4,0.04462623821542437,0.1196316475844428,0.050848745407915064,0.11883855107844124,3.8649219605886107,0.0575204098678581
arm_5,5,1.042486932400733,1.0859245547847929,0.49395456302402563,0.8252786382714266,10.68529391326003,0.4027089655599731
arm_5,6,0.10135714531888684,0.46415902983448637,0.16388395005438852,0.31279817016980205,2.3684933914200146,0.0918429752876144
arm_5,7,0.16551143147612668,0.1741455647175944,0.08067332109681147,0.10007044643391935,3.586630108795205,0.0643362487626426
