case,cost_ratio,finite,hankel_eff_rank,hankel_sigma6_over_sigma1,internal_dim,ks_over_kx,median_frac_s_unstable,n_unstable_099,n_unstable_10,seed,success,teacher_mse,variant
3,3285.420229702988,True,28,0.017323543206474654,64,38.89909631023887,0.5945099940469071,29,4,1,False,0.007035083876753078,S4_d64
3,108911.27378048582,True,18,0.01133148295386639,64,23.506686735731257,0.27556468402986367,42,8,2,False,0.006628124225278389,S4_d64
3,919890.2924266917,True,19,0.01679666831491762,64,596.4229724844386,0.3975230023503701,46,8,3,False,0.006582368469950528,S4_d64
3,16276.697790798022,True,27,0.030788111060644975,64,10.218689530834705,0.38100920320830495,13,7,4,False,0.0065940131192185406,S4_d64
4,3328.325408982153,True,21,0.004349438077367581,64,70.93490747613352,0.17535057292643735,34,4,0,False,0.0037229543421071426,S4_d64
4,2383869.4878892866,True,25,0.03574184921908127,64,81.7874538175533,0.11145072504130854,31,9,1,False,0.0037200933827574185,S4_d64
4,39798534981909.92,True,21,0.001947972163697273,64,6.841730721453287,0.10482998574895414,26,9,2,False,0.0037218797135673415,S4_d64
4,695525.8190658039,True,24,0.0116360139053099,64,70.6737142608507,0.09797836868942579,35,3,3,False,0.0037298463247471777,S4_d64
4,26236853.887243047,True,22,0.000926365723379729,64,33.53500618630695,0.1759544637323453,38,7,4,False,0.0037314207054537927,S4_d64
5,165.72837321957638,True,27,0.008416181329582113,64,59.33260259771526,0.41355733773750214,25,8,0,False,0.0005023737366871585,S4_d64
5,12136.572667473034,True,23,0.016740327791729917,64,200.66699035369356,0.37038208119437854,46,5,1,False,0.0005794418053573085,S4_d64
5,782.4634983635266,True,20,0.004695063234686042,64,116.03688535800116,0.1665657628787862,37,5,2,False,0.003064977238679393,S4_d64
5,15.856715688437967,True,34,0.006256935325467191,64,10.511428938872378,0.6544863800729955,8,4,3,True,0.000662189094252983,S4_d64
5,3705.648718511286,True,23,0.0040129312709016015,64,20.479364980786787,0.6519763489286033,33,5,4,False,0.0005824732400071248,S4_d64
7,13.258204187897476,True,30,0.01883332024003882,64,33.390139915310705,0.3388384491058248,18,5,0,True,0.00014888527414060775,S4_d64
7,90.59286581050482,True,19,0.005733210070043355,64,45.20303820461145,0.1507043923306259,35,5,1,True,0.00014748759482264531,S4_d64
7,35.66491509580608,True,19,0.0005941743855465072,64,26.485350890936555,0.12728959894055225,35,7,2,True,0.0001475818251102048,S4_d64
7,196.25202008153138,True,26,0.008891781676047886,64,40.892830674408,0.48673345495585596,25,6,3,False,0.00023121831939129734,S4_d64
