case,seed,sv_index,sv_value,variant
3,2,13,2.6950000828204846e-17,M0_S4
3,2,14,2.6950000828204846e-17,M0_S4
3,2,15,2.6950000828204846e-17,M0_S4
3,2,16,2.6950000828204846e-17,M0_S4
3,2,17,2.6950000828204846e-17,M0_S4
3,2,18,2.6950000828204846e-17,M0_S4
3,2,19,2.6950000828204846e-17,M0_S4
3,3,0,0.2913324757673296,M0_S4
3,3,1,0.24306148275734715,M0_S4
3,3,2,0.2325866463918701,M0_S4
3,3,3,0.13992703837717152,M0_S4
3,3,4,0.08384407443210379,M0_S4
3,3,5,0.027991289323021817,M0_S4
3,3,6,4.152044636006507e-17,M0_S4
3,3,7,2.6950000828204846e-17,M0_S4
3,3,8,2.6950000828204846e-17,M0_S4
3,3,9,2.6950000828204846e-17,M0_S4
3,3,10,2.6950000828204846e-17,M0_S4
3,3,11,2.6950000828204846e-17,M0_S4
3,3,12,2.6950000828204846e-17,M0_S4
3,3,13,2.6950000828204846e-17,M0_S4
3,3,14,2.6950000828204846e-17,M0_S4
3,3,15,2.6950000828204846e-17,M0_S4
3,3,16,2.6950000828204846e-17,M0_S4
3,3,17,2.6950000828204846e-17,M0_S4
3,3,18,2.6950000828204846e-17,M0_S4
3,3,19,2.6950000828204846e-17,M0_S4
3,4,0,0.2913324757673296,M0_S4
3,4,1,0.24306148275734715,M0_S4
3,4,2,0.2325866463918701,M0_S4
3,4,3,0.13992703837717152,M0_S4
3,4,4,0.08384407443210379,M0_S4
3,4,5,0.027991289323021817,M0_S4
3,4,6,4.152044636006507e-17,M0_S4
3,4,7,2.6950000828204846e-17,M0_S4
3,4,8,2.6950000828204846e-17,M0_S4
3,4,9,2.6950000828204846e-17,M0_S4
3,4,10,2.6950000828204846e-17,M0_S4
3,4,11,2.6950000828204846e-17,M0_S4
3,4,12,2.6950000828204846e-17,M0_S4
3,4,13,2.6950000828204846e-17,M0_S4
3,4,14,2.6950000828204846e-17,M0_S4
3,4,15,2.6950000828204846e-17,M0_S4
3,4,16,2.6950000828204846e-17,M0_S4
3,4,17,2.6950000828204846e-17,M0_S4
3,4,18,2.6950000828204846e-17,M0_S4
3,4,19,2.6950000828204846e-17,M0_S4
4,0,0,1.8836624174713261,fullM3
4,0,1,0.29974627054992375,fullM3
4,0,2,0.1273171394684696,fullM3
4,0,3,0.11447114832876028,fullM3
4,0,4,0.08827201003517071,fullM3
4,0,5,0.08306812609031947,fullM3
4,0,6,0.05063287060325049,fullM3
4,0,7,0.033463118820838425,fullM3
4,0,8,0.0261820932298309,fullM3
4,0,9,0.022056886428849197,fullM3
4,0,10,0.013267138351254268,fullM3
4,0,11,0.010639427859402731,fullM3
4,0,12,0.008352654051341519,fullM3
4,0,13,0.005715344936094113,fullM3
4,0,14,0.003890036881007603,fullM3
4,0,15,0.003761503419944804,fullM3
4,0,16,0.0034714336884659196,fullM3
4,0,17,0.0033252720832511224,fullM3
4,0,18,0.0030728771496212814,fullM3
4,0,19,0.0028639082523860306,fullM3
4,1,0,0.4335457259840572,fullM3
4,1,1,0.16620215680163672,fullM3
4,1,2,0.1168069577706643,fullM3
4,1,3,0.06564436120789685,fullM3
4,1,4,0.05832094939766053,fullM3
4,1,5,0.05240871855690048,fullM3
4,1,6,0.03612816106258297,fullM3
4,1,7,0.024726210999764124,fullM3
4,1,8,0.018688203365222592,fullM3
4,1,9,0.015961161307004455,fullM3
4,1,10,0.014852064250537539,fullM3
4,1,11,0.010033931357803073,fullM3
4,1,12,0.008285662206830767,fullM3
4,1,13,0.007737676457480604,fullM3
4,1,14,0.00611357328116873,fullM3
4,1,15,0.004626910447193704,fullM3
4,1,16,0.003930401002372174,fullM3
4,1,17,0.0033589921591138387,fullM3
4,1,18,0.003021754871862198,fullM3
4,1,19,0.0029351235528815678,fullM3
4,2,0,0.6412051521719064,fullM3
4,2,1,0.16448214150907456,fullM3
4,2,2,0.12198101178990398,fullM3
4,2,3,0.07828102287042338,fullM3
4,2,4,0.0698013690147454,fullM3
4,2,5,0.0431747021198173,fullM3
4,2,6,0.028472175799808815,fullM3
4,2,7,0.02555037497237615,fullM3
4,2,8,0.022011346271422733,fullM3
4,2,9,0.01647981494407366,fullM3
