case,cost,cost_ratio_to_oracle,final_norm,finite,init_norm,max_abs_u,max_action,max_norm,oracle,oracle_lqr_cost,saturation_frac,seed
1,18.581779568614188,1.0042359555024238,0.0008308578285265904,True,6.989096561487128,34.443226903955946,50.0,10.274219830827928,M1,18.503399989614632,0.0,2
2,38611.33077974373,52.22635914809872,99.78062705512325,True,6.692783665537256,49.99905782891316,50.0,1141.252478446504,M1,739.3073422991876,0.0711,0
2,30438.31667010603,41.17139777814902,89.27655924572144,True,6.692783665537256,49.99812903567873,50.0,845.6709773158481,M1,739.3073422991876,0.06966666666666667,1
2,27221.134467192634,36.819781043343966,85.66478214714934,True,6.692783665537256,49.99338351632508,50.0,896.9045634841657,M1,739.3073422991876,0.06976666666666667,2
3,64.45737286648333,1.021486598990903,0.07171331081489753,True,6.9578749943897575,48.544370944811135,50.0,10.441893949571565,M1,63.101535477958194,0.00018333333333333334,0
3,64.48593064398807,1.021939167653273,0.05224881286455313,True,6.9578749943897575,48.18303866241207,50.0,10.441893949571565,M1,63.101535477958194,0.00018333333333333334,1
3,64.45771546905793,1.0214920283766067,0.05995345243334826,True,6.9578749943897575,48.54914505247024,50.0,10.441893949571565,M1,63.101535477958194,0.00028333333333333335,2
4,53.781117558239245,1.0647580446136409,0.0032330749840883306,True,6.916377401178031,49.923261699006574,50.0,10.936225542335226,M1,50.5101772466573,0.002616666666666667,0
4,53.68446544353762,1.0628445269827358,0.0010211474537305202,True,6.916377401178031,49.914765812606305,50.0,11.035393776822096,M1,50.5101772466573,0.0032,1
4,53.707547448244,1.0633015042883918,0.0018498169596458183,True,6.916377401178031,49.929673011547706,50.0,10.873391485413636,M1,50.5101772466573,0.003,2
7,28.94439836505943,1.004051294402178,0.2636432026631201,True,6.927963927533026,35.04104708091687,50.0,10.23658630853036,M1,28.82760923314502,0.0,0
7,28.954306233334762,1.0043949881228469,0.26365210367330244,True,6.927963927533026,36.11950702832761,50.0,10.23658630853036,M1,28.82760923314502,0.0,1
7,28.931431389493646,1.0036014834081093,0.26351616673619405,True,6.927963927533026,36.10021321248775,50.0,10.23658630853036,M1,28.82760923314502,0.0,2
5,783.4695982558266,2.280035471111885,4.042239706153835,True,6.822555499661363,168.37849634049638,200.0,241.76897271506925,M1,343.62167088293535,0.0,0
5,1416.866091820807,4.123331593668618,6.115076389854359,True,6.822555499661363,140.0195761380754,200.0,342.24674515156823,M1,343.62167088293535,0.0,1
5,371.1883038105834,1.0802237904751923,1.5217109951878616,True,6.822555499661363,143.68929748919084,200.0,28.97056213281075,M1,343.62167088293535,0.0,2
