step,norm_x_true,norm_s_hat,norm_x_free,norm_s_free,s_hat_vs_s_free_diff
187,97.21401041205556,255.2264690233644,0.260560919476361,1.05771738723118,255.09670367765443
188,99.24387103424655,258.8813582450415,0.25999818390090607,1.0527007014796403,258.77196452034565
189,101.08623901108739,261.9387495859157,0.25908719311640166,1.0489092416158599,261.85451839061204
190,102.72709236878633,264.38530548428236,0.2579702323265278,1.0460989458930867,264.3293876352965
191,104.15490760990653,266.218715298419,0.2566268478468844,1.044274362436675,266.19330503528323
192,105.36086696368449,267.44862067186926,0.2553278441473247,1.0428120350450252,267.4541654282583
193,106.33910940289249,268.09711917367486,0.2545864615275881,1.0410698916811354,268.1324421433363
194,107.08701862148529,268.1983801046619,0.25473871609955984,1.0387373072944326,268.261386270349
195,107.60554044023539,267.79901044448314,0.2562857989746952,1.0351984382690136,267.88628631620384
196,107.89951231475695,266.95823727630994,0.25975904879236095,1.030235425277476,267.0655409489583
197,107.97799226676626,265.7477710323335,0.26534413150274877,1.02395768922632,265.870704959328
198,107.85458140816283,264.25226369190824,0.27326371729213306,1.0165141528669834,264.3861915252164
199,107.5477187266103,262.5694803305241,0.2835863604223861,1.008385347409524,262.7100231939194
200,107.08092133494448,260.8100749633458,0.29600764749692093,1.000055608410875,260.9535961583133
201,106.4829408070346,259.09738539387666,0.3103994758206501,0.9920615779222255,259.24091343501794
202,105.78778375105344,257.5663910807535,0.3263137286933149,0.9848574793334917,257.70789048452355
203,105.03455037352307,256.36154351593046,0.34305363079818385,0.9785821963185014,256.50003607648256
204,104.26705057910628,255.63340171354218,0.3599877120438888,0.9734017499988176,255.76872634004113
205,103.53314375699397,255.5334163284228,0.37608165970338986,0.9691676125667466,255.66614270461454
206,102.88376366094968,256.2071001683569,0.3902957780006172,0.9654908711017691,256.3382062288285
207,102.3715988751882,257.78599581663565,0.4017905039062592,0.9621591692553039,257.91657589547185
208,102.04941047844676,260.3792180932143,0.40972633628147964,0.9587363090914145,260.51017852651717
209,101.9680234421809,264.06590253833394,0.41353499182220427,0.9548392512774241,264.19762659124154
210,102.17409065475344,268.889386970749,0.413012601364019,0.9503227220057726,269.0218037591089
211,102.70779022875865,274.8543273482683,0.4080155617882871,0.9449663198649714,274.9867597045939
212,103.60068240921112,281.92715997378195,0.39858773341589404,0.9387118666216694,282.058325702282
213,104.87396902054488,290.0392604433024,0.38505554224073224,0.9316091382181785,290.1677232097145
214,106.53735451463204,299.0926582624531,0.3676597795529993,0.923691107447987,299.2167841507834
215,108.58863552910942,308.9671131268841,0.3468100287984363,0.9150561461545742,309.0852200562683
216,111.01403473735971,319.52704452329675,0.3230878876654394,0.9058133617723452,319.63791745744186
217,113.78918352272986,330.6282210197527,0.29689557758031276,0.896085328697856,330.73089740972017
218,116.88059313981698,342.1233298315203,0.2687321414911228,0.8859753490717676,342.21716722231935
219,120.2474159214037,353.86583887775726,0.23905324479885495,0.8756118831338574,353.95086041163245
220,123.84330300630714,365.71307433566494,0.20809914947176902,0.8651172524936372,365.78951353767576
221,127.61820802756928,377.52816421422676,0.17622310522517776,0.8545533016500287,377.59648453082866
222,131.52003216237875,389.1808724879283,0.14395322338613892,0.8440400343925593,389.2419395956478
223,135.496056845422,400.54838730095133,0.11225172316524082,0.8336465815802202,400.6029395540887
224,139.4941544734467,411.51562353105993,0.08362399244017538,0.8233920659816214,411.56431980668737
225,143.4637914670858,421.9752163848218,0.06443703186450976,0.8133778017387406,422.01871178384283
226,147.35685112730206,431.82804765403915,0.06499866127410181,0.8036221417030761,431.8665359803665
227,151.128307243221,440.9837837744248,0.0850792435330825,0.7941456383146216,441.0171126920071
228,154.73677600500787,449.36154214175707,0.11426434617549563,0.7850400603511726,449.38931297058286
229,158.1449718817238,456.8911769415965,0.1462276610618551,0.7763367592813774,456.9124207375207
230,161.32009086674893,463.5144933794702,0.17809216976317901,0.7681332742545612,463.52788412100625
231,164.23414314279754,469.1863884322632,0.2083237428961817,0.7605437325661341,469.1903941195116
232,166.86425565788628,473.87627473341706,0.23597487952595086,0.7537252959511237,473.8689451371779
233,169.19295929455447,477.5691640111604,0.26027498550827216,0.7478892193293811,477.5484459756105
234,171.208472020459,480.2665844504674,0.2807720973612001,0.7431878738140445,480.23049456205933
235,172.90498467217984,481.98766386977263,0.2972444151222236,0.7398947675336168,481.93419941482875
236,174.282949859913,482.76983778564016,0.3095528676133561,0.7381689589191862,482.69734658968844
237,175.34937279407163,482.66943892152693,0.31775026146856084,0.7380153949920336,482.57675173043594
238,176.1180959324067,481.76234450096706,0.32199805175760654,0.7395234308261789,481.6487428866521
239,176.61005833328574,480.1442736065005,0.32247546317927456,0.7424639064037335,480.00976496431485
240,176.8535015662445,477.931010209301,0.3195124498800073,0.7464389185456287,477.7763445265771
241,176.88408008224323,475.2585715440712,0.313574756487905,0.7511186586477213,475.0851621425302
242,176.7448205072145,472.2829223969228,0.3051889316322037,0.7558492774295495,472.09294057835194
243,176.4858698914003,469.1792236705421,0.29509856693498765,0.7599943882485589,468.97547318050965
244,176.16396752904896,466.14029514308487,0.2842025096722732,0.7630992357157275,465.9260240209352
245,175.84157421001498,463.37375789951363,0.27352479820165837,0.7645883810526387,463.1525558196984
246,175.5856051329544,461.0976714698485,0.2643311163225726,0.7641336410649824,460.87321569273445
247,175.46572824614253,459.53440425449844,0.2579466858965021,0.761642343072666,459.3102163889436
248,175.5522225179499,458.9026481161806,0.255610805709468,0.7570519635595812,458.681908904307
249,175.91344602222398,459.4079377713142,0.2582183286826689,0.750568431940082,459.1932885506036
250,176.61302572822518,461.2322442594163,0.26597709570963673,0.7425184746142925,461.02568708998905
251,177.70695030244332,464.523650999243,0.2783734103563174,0.7332675166636087,464.32647716189877
252,179.24080501067098,469.3873031399231,0.29426107067037344,0.7232815300218899,469.20013504051116
253,181.24740623322708,475.87878829975097,0.31212459444962015,0.7129760162795028,475.70170388541703
254,183.74507024679087,484.0009615844861,0.33039914338963144,0.7027447072159231,483.83357164969607
255,186.73668409521815,493.7044746295385,0.3475872930382571,0.6929014077217762,493.5461433405008
256,190.20964317793462,504.89177213217806,0.36239140697440697,0.6836441956065853,504.7418001327935
257,194.1366126017636,517.423911870699,0.3738189557456849,0.6751399064234382,517.2815756640475
258,198.4769788154107,531.128959711061,0.3811184755956043,0.6674304620595599,530.9936764775432
259,203.1787969933047,545.8109371691411,0.3838400714028237,0.6605042303035842,545.6823025884552
260,208.18102226041924,561.2585356222215,0.3818529930043424,0.6543533307974738,561.1362088244621
261,213.41583090722008,577.252745467198,0.37523244022156294,0.648893831548027,577.1365083254468
262,218.81087745785504,593.5731952636371,0.3643001052663307,0.6440653027791354,593.4628712906438
263,224.29138691671224,610.003231144108,0.3495815267078387,0.639832596808671,609.8985171702296
264,229.78203218824817,626.3336201599056,0.331694001396807,0.6361327847205871,626.2341390720599
265,235.20858622212768,642.3652963190675,0.31137864117186526,0.6329466164267105,642.2705032708097
266,240.49936570775796,657.9114971220074,0.2894519822191438,0.6302699173842697,657.8205735141605
267,245.58649609802245,672.799357452777,0.2667260649823009,0.6280796097881165,672.7113229407526
268,250.40703095017955,686.8713855149526,0.24405385080947659,0.6263721510905697,686.7850627038893
269,254.90395639640403,699.986971176568,0.22229843151492906,0.6251402775270967,699.9009783736418
270,259.0271067274502,712.0238242119071,0.20226963230391254,0.6243400631488326,711.9367374725197
271,262.7340126446823,722.8795451082879,0.18477614071088544,0.6239242806418945,722.7899071550104
272,265.99069859972116,732.4732771558851,0.17054955471258965,0.6238481148363322,732.3796382266179
273,268.7724402861969,740.7472547245869,0.16012749530940146,0.6240158299268543,740.6483373533305
274,271.0644885385522,747.6683496913424,0.1538044115806686,0.6243401503670889,747.5630629633037
275,272.86275862863545,753.2294845308519,0.1514626636495335,0.6247511093512902,753.116975584043
276,274.17447688726173,757.4507103585215,0.15257579108316555,0.6251132977532787,757.3304990451151
277,275.01876958293167,760.3800111701406,0.1563518914818508,0.6253227007978062,760.2519744408446
278,275.42716755647655,762.0936964869912,0.16187196656531141,0.6252848677927754,761.9580924625888
279,275.4439875439432,762.6962624703606,0.16829033170094623,0.624834189163177,762.5537921523196
280,275.1265355094985,762.3198102651173,0.1749022532701132,0.6238526515594522,762.1715519826388
281,274.5450558128715,761.1229031537272,0.18116694512655623,0.6222186812746126,760.9702930699985
282,273.78232962415933,759.2887600893619,0.18673649014702387,0.6197674647596288,759.1335791751083
283,272.93280815793855,757.022759187047,0.1914000193431424,0.6164088345494905,756.8670331883924
284,272.101153936991,754.5490409309576,0.19508002339682276,0.6120721065712991,754.3949768303495
285,271.4000692239568,752.1060539129448,0.19783067420559514,0.6067088288587943,751.9559654359879
286,270.9473212037321,749.9409555230595,0.19975693549102633,0.6003721488355978,749.7971469124826
287,270.8619342321826,748.3027593564493,0.20101652966250108,0.5931603904202318,748.1674409124519
288,271.2596203709278,747.4342896163463,0.20179340806593937,0.5852286066882498,747.309492570082
289,272.24765114957245,747.5631623454916,0.20221703964474555,0.5768062812524848,747.4506633844028
290,273.9195141120947,748.892189123357,0.20239899113970128,0.5681475309437805,748.7934600705312
291,276.3498189867645,751.5898424395007,0.20241394187466782,0.5595328922145687,751.5060067506055
292,279.5899745016167,755.7815523012665,0.20226390875811623,0.5512438650074365,755.7133814050925
293,283.6651157834917,761.542701703414,0.2019413500990254,0.5435375563395445,761.4906073907887
294,288.57262277190716,768.8941036431966,0.20141739086078492,0.5366395268256833,768.8581368398754
295,294.28235466321473,777.8004514339359,0.20063650774117867,0.5307127721797044,777.7803465994325
296,300.7384891605631,788.1719729856729,0.1995834311107849,0.5258620399657079,788.1671476705287
297,307.86266104835806,799.8690953832271,0.19827868822680636,0.5221248909184418,799.8786552084276
298,315.5579801964681,812.7095550862522,0.196776581983671,0.5194629103999591,812.7323370259521
299,323.71348764930633,826.4772916358074,0.1952067610191638,0.5177872446875638,826.5118418980616
