abs_diff_conv_vs_step,case,seed,step,variant
0.0,3,3,87,M0_S4
0.0,3,3,88,M0_S4
0.0,3,3,89,M0_S4
0.0,3,3,90,M0_S4
0.0,3,3,91,M0_S4
0.0,3,3,92,M0_S4
0.0,3,3,93,M0_S4
0.0,3,3,94,M0_S4
0.0,3,3,95,M0_S4
0.0,3,3,96,M0_S4
0.0,3,3,97,M0_S4
0.0,3,3,98,M0_S4
0.0,3,3,99,M0_S4
0.0,3,4,0,M0_S4
0.0,3,4,1,M0_S4
0.0,3,4,2,M0_S4
0.0,3,4,3,M0_S4
0.0,3,4,4,M0_S4
0.0,3,4,5,M0_S4
0.0,3,4,6,M0_S4
0.0,3,4,7,M0_S4
0.0,3,4,8,M0_S4
0.0,3,4,9,M0_S4
0.0,3,4,10,M0_S4
0.0,3,4,11,M0_S4
0.0,3,4,12,M0_S4
0.0,3,4,13,M0_S4
0.0,3,4,14,M0_S4
0.0,3,4,15,M0_S4
0.0,3,4,16,M0_S4
0.0,3,4,17,M0_S4
0.0,3,4,18,M0_S4
0.0,3,4,19,M0_S4
0.0,3,4,20,M0_S4
0.0,3,4,21,M0_S4
0.0,3,4,22,M0_S4
0.0,3,4,23,M0_S4
0.0,3,4,24,M0_S4
0.0,3,4,25,M0_S4
0.0,3,4,26,M0_S4
0.0,3,4,27,M0_S4
0.0,3,4,28,M0_S4
0.0,3,4,29,M0_S4
0.0,3,4,30,M0_S4
0.0,3,4,31,M0_S4
0.0,3,4,32,M0_S4
0.0,3,4,33,M0_S4
0.0,3,4,34,M0_S4
0.0,3,4,35,M0_S4
0.0,3,4,36,M0_S4
0.0,3,4,37,M0_S4
0.0,3,4,38,M0_S4
0.0,3,4,39,M0_S4
0.0,3,4,40,M0_S4
0.0,3,4,41,M0_S4
0.0,3,4,42,M0_S4
0.0,3,4,43,M0_S4
0.0,3,4,44,M0_S4
0.0,3,4,45,M0_S4
0.0,3,4,46,M0_S4
0.0,3,4,47,M0_S4
0.0,3,4,48,M0_S4
0.0,3,4,49,M0_S4
0.0,3,4,50,M0_S4
0.0,3,4,51,M0_S4
0.0,3,4,52,M0_S4
0.0,3,4,53,M0_S4
0.0,3,4,54,M0_S4
0.0,3,4,55,M0_S4
0.0,3,4,56,M0_S4
0.0,3,4,57,M0_S4
0.0,3,4,58,M0_S4
0.0,3,4,59,M0_S4
0.0,3,4,60,M0_S4
0.0,3,4,61,M0_S4
0.0,3,4,62,M0_S4
0.0,3,4,63,M0_S4
0.0,3,4,64,M0_S4
0.0,3,4,65,M0_S4
0.0,3,4,66,M0_S4
0.0,3,4,67,M0_S4
0.0,3,4,68,M0_S4
0.0,3,4,69,M0_S4
0.0,3,4,70,M0_S4
0.0,3,4,71,M0_S4
0.0,3,4,72,M0_S4
0.0,3,4,73,M0_S4
0.0,3,4,74,M0_S4
0.0,3,4,75,M0_S4
0.0,3,4,76,M0_S4
0.0,3,4,77,M0_S4
0.0,3,4,78,M0_S4
0.0,3,4,79,M0_S4
0.0,3,4,80,M0_S4
0.0,3,4,81,M0_S4
0.0,3,4,82,M0_S4
0.0,3,4,83,M0_S4
0.0,3,4,84,M0_S4
0.0,3,4,85,M0_S4
0.0,3,4,86,M0_S4
0.0,3,4,87,M0_S4
0.0,3,4,88,M0_S4
0.0,3,4,89,M0_S4
0.0,3,4,90,M0_S4
0.0,3,4,91,M0_S4
0.0,3,4,92,M0_S4
0.0,3,4,93,M0_S4
0.0,3,4,94,M0_S4
0.0,3,4,95,M0_S4
0.0,3,4,96,M0_S4
0.0,3,4,97,M0_S4
0.0,3,4,98,M0_S4
0.0,3,4,99,M0_S4
0.0,4,0,0,M0_S4
0.0,4,0,1,M0_S4
0.0,4,0,2,M0_S4
0.0,4,0,3,M0_S4
0.0,4,0,4,M0_S4
0.0,4,0,5,M0_S4
0.0,4,0,6,M0_S4
0.0,4,0,7,M0_S4
0.0,4,0,8,M0_S4
0.0,4,0,9,M0_S4
0.0,4,0,10,M0_S4
0.0,4,0,11,M0_S4
0.0,4,0,12,M0_S4
0.0,4,0,13,M0_S4
0.0,4,0,14,M0_S4
0.0,4,0,15,M0_S4
0.0,4,0,16,M0_S4
0.0,4,0,17,M0_S4
0.0,4,0,18,M0_S4
0.0,4,0,19,M0_S4
0.0,4,0,20,M0_S4
0.0,4,0,21,M0_S4
0.0,4,0,22,M0_S4
0.0,4,0,23,M0_S4
0.0,4,0,24,M0_S4
0.0,4,0,25,M0_S4
0.0,4,0,26,M0_S4
0.0,4,0,27,M0_S4
0.0,4,0,28,M0_S4
0.0,4,0,29,M0_S4
0.0,4,0,30,M0_S4
0.0,4,0,31,M0_S4
0.0,4,0,32,M0_S4
0.0,4,0,33,M0_S4
0.0,4,0,34,M0_S4
0.0,4,0,35,M0_S4
0.0,4,0,36,M0_S4
0.0,4,0,37,M0_S4
0.0,4,0,38,M0_S4
0.0,4,0,39,M0_S4
0.0,4,0,40,M0_S4
0.0,4,0,41,M0_S4
0.0,4,0,42,M0_S4
0.0,4,0,43,M0_S4
0.0,4,0,44,M0_S4
0.0,4,0,45,M0_S4
0.0,4,0,46,M0_S4
0.0,4,0,47,M0_S4
0.0,4,0,48,M0_S4
0.0,4,0,49,M0_S4
0.0,4,0,50,M0_S4
0.0,4,0,51,M0_S4
0.0,4,0,52,M0_S4
0.0,4,0,53,M0_S4
0.0,4,0,54,M0_S4
0.0,4,0,55,M0_S4
0.0,4,0,56,M0_S4
0.0,4,0,57,M0_S4
0.0,4,0,58,M0_S4
0.0,4,0,59,M0_S4
0.0,4,0,60,M0_S4
0.0,4,0,61,M0_S4
0.0,4,0,62,M0_S4
0.0,4,0,63,M0_S4
0.0,4,0,64,M0_S4
0.0,4,0,65,M0_S4
0.0,4,0,66,M0_S4
0.0,4,0,67,M0_S4
0.0,4,0,68,M0_S4
0.0,4,0,69,M0_S4
0.0,4,0,70,M0_S4
0.0,4,0,71,M0_S4
0.0,4,0,72,M0_S4
0.0,4,0,73,M0_S4
0.0,4,0,74,M0_S4
0.0,4,0,75,M0_S4
0.0,4,0,76,M0_S4
0.0,4,0,77,M0_S4
0.0,4,0,78,M0_S4
0.0,4,0,79,M0_S4
0.0,4,0,80,M0_S4
0.0,4,0,81,M0_S4
0.0,4,0,82,M0_S4
0.0,4,0,83,M0_S4
0.0,4,0,84,M0_S4
0.0,4,0,85,M0_S4
0.0,4,0,86,M0_S4
0.0,4,0,87,M0_S4
0.0,4,0,88,M0_S4
0.0,4,0,89,M0_S4
0.0,4,0,90,M0_S4
0.0,4,0,91,M0_S4
0.0,4,0,92,M0_S4
0.0,4,0,93,M0_S4
0.0,4,0,94,M0_S4
0.0,4,0,95,M0_S4
0.0,4,0,96,M0_S4
0.0,4,0,97,M0_S4
0.0,4,0,98,M0_S4
0.0,4,0,99,M0_S4
0.0,4,1,0,M0_S4
0.0,4,1,1,M0_S4
0.0,4,1,2,M0_S4
0.0,4,1,3,M0_S4
0.0,4,1,4,M0_S4
0.0,4,1,5,M0_S4
0.0,4,1,6,M0_S4
0.0,4,1,7,M0_S4
0.0,4,1,8,M0_S4
0.0,4,1,9,M0_S4
0.0,4,1,10,M0_S4
0.0,4,1,11,M0_S4
0.0,4,1,12,M0_S4
0.0,4,1,13,M0_S4
0.0,4,1,14,M0_S4
0.0,4,1,15,M0_S4
0.0,4,1,16,M0_S4
0.0,4,1,17,M0_S4
0.0,4,1,18,M0_S4
0.0,4,1,19,M0_S4
0.0,4,1,20,M0_S4
0.0,4,1,21,M0_S4
0.0,4,1,22,M0_S4
0.0,4,1,23,M0_S4
0.0,4,1,24,M0_S4
0.0,4,1,25,M0_S4
0.0,4,1,26,M0_S4
0.0,4,1,27,M0_S4
0.0,4,1,28,M0_S4
0.0,4,1,29,M0_S4
0.0,4,1,30,M0_S4
0.0,4,1,31,M0_S4
0.0,4,1,32,M0_S4
0.0,4,1,33,M0_S4
0.0,4,1,34,M0_S4
0.0,4,1,35,M0_S4
0.0,4,1,36,M0_S4
0.0,4,1,37,M0_S4
0.0,4,1,38,M0_S4
0.0,4,1,39,M0_S4
0.0,4,1,40,M0_S4
0.0,4,1,41,M0_S4
0.0,4,1,42,M0_S4
0.0,4,1,43,M0_S4
0.0,4,1,44,M0_S4
0.0,4,1,45,M0_S4
0.0,4,1,46,M0_S4
0.0,4,1,47,M0_S4
0.0,4,1,48,M0_S4
0.0,4,1,49,M0_S4
0.0,4,1,50,M0_S4
0.0,4,1,51,M0_S4
0.0,4,1,52,M0_S4
0.0,4,1,53,M0_S4
0.0,4,1,54,M0_S4
0.0,4,1,55,M0_S4
0.0,4,1,56,M0_S4
0.0,4,1,57,M0_S4
0.0,4,1,58,M0_S4
0.0,4,1,59,M0_S4
0.0,4,1,60,M0_S4
0.0,4,1,61,M0_S4
0.0,4,1,62,M0_S4
0.0,4,1,63,M0_S4
0.0,4,1,64,M0_S4
0.0,4,1,65,M0_S4
0.0,4,1,66,M0_S4
0.0,4,1,67,M0_S4
0.0,4,1,68,M0_S4
0.0,4,1,69,M0_S4
0.0,4,1,70,M0_S4
0.0,4,1,71,M0_S4
0.0,4,1,72,M0_S4
0.0,4,1,73,M0_S4
0.0,4,1,74,M0_S4
0.0,4,1,75,M0_S4
0.0,4,1,76,M0_S4
0.0,4,1,77,M0_S4
0.0,4,1,78,M0_S4
0.0,4,1,79,M0_S4
0.0,4,1,80,M0_S4
0.0,4,1,81,M0_S4
0.0,4,1,82,M0_S4
0.0,4,1,83,M0_S4
0.0,4,1,84,M0_S4
0.0,4,1,85,M0_S4
0.0,4,1,86,M0_S4
0.0,4,1,87,M0_S4
0.0,4,1,88,M0_S4
0.0,4,1,89,M0_S4
0.0,4,1,90,M0_S4
0.0,4,1,91,M0_S4
0.0,4,1,92,M0_S4
0.0,4,1,93,M0_S4
0.0,4,1,94,M0_S4
0.0,4,1,95,M0_S4
0.0,4,1,96,M0_S4
0.0,4,1,97,M0_S4
0.0,4,1,98,M0_S4
0.0,4,1,99,M0_S4
0.0,4,2,0,M0_S4
0.0,4,2,1,M0_S4
0.0,4,2,2,M0_S4
0.0,4,2,3,M0_S4
0.0,4,2,4,M0_S4
0.0,4,2,5,M0_S4
0.0,4,2,6,M0_S4
0.0,4,2,7,M0_S4
0.0,4,2,8,M0_S4
0.0,4,2,9,M0_S4
0.0,4,2,10,M0_S4
0.0,4,2,11,M0_S4
0.0,4,2,12,M0_S4
0.0,4,2,13,M0_S4
0.0,4,2,14,M0_S4
0.0,4,2,15,M0_S4
0.0,4,2,16,M0_S4
0.0,4,2,17,M0_S4
0.0,4,2,18,M0_S4
0.0,4,2,19,M0_S4
0.0,4,2,20,M0_S4
0.0,4,2,21,M0_S4
0.0,4,2,22,M0_S4
0.0,4,2,23,M0_S4
0.0,4,2,24,M0_S4
0.0,4,2,25,M0_S4
0.0,4,2,26,M0_S4
0.0,4,2,27,M0_S4
0.0,4,2,28,M0_S4
0.0,4,2,29,M0_S4
0.0,4,2,30,M0_S4
0.0,4,2,31,M0_S4
0.0,4,2,32,M0_S4
0.0,4,2,33,M0_S4
0.0,4,2,34,M0_S4
0.0,4,2,35,M0_S4
0.0,4,2,36,M0_S4
0.0,4,2,37,M0_S4
0.0,4,2,38,M0_S4
0.0,4,2,39,M0_S4
0.0,4,2,40,M0_S4
0.0,4,2,41,M0_S4
0.0,4,2,42,M0_S4
0.0,4,2,43,M0_S4
0.0,4,2,44,M0_S4
0.0,4,2,45,M0_S4
0.0,4,2,46,M0_S4
0.0,4,2,47,M0_S4
0.0,4,2,48,M0_S4
0.0,4,2,49,M0_S4
0.0,4,2,50,M0_S4
0.0,4,2,51,M0_S4
0.0,4,2,52,M0_S4
0.0,4,2,53,M0_S4
0.0,4,2,54,M0_S4
0.0,4,2,55,M0_S4
0.0,4,2,56,M0_S4
0.0,4,2,57,M0_S4
0.0,4,2,58,M0_S4
0.0,4,2,59,M0_S4
0.0,4,2,60,M0_S4
0.0,4,2,61,M0_S4
0.0,4,2,62,M0_S4
0.0,4,2,63,M0_S4
0.0,4,2,64,M0_S4
0.0,4,2,65,M0_S4
0.0,4,2,66,M0_S4
0.0,4,2,67,M0_S4
0.0,4,2,68,M0_S4
0.0,4,2,69,M0_S4
0.0,4,2,70,M0_S4
0.0,4,2,71,M0_S4
0.0,4,2,72,M0_S4
0.0,4,2,73,M0_S4
0.0,4,2,74,M0_S4
0.0,4,2,75,M0_S4
0.0,4,2,76,M0_S4
0.0,4,2,77,M0_S4
0.0,4,2,78,M0_S4
0.0,4,2,79,M0_S4
0.0,4,2,80,M0_S4
0.0,4,2,81,M0_S4
0.0,4,2,82,M0_S4
0.0,4,2,83,M0_S4
0.0,4,2,84,M0_S4
0.0,4,2,85,M0_S4
0.0,4,2,86,M0_S4
0.0,4,2,87,M0_S4
0.0,4,2,88,M0_S4
0.0,4,2,89,M0_S4
0.0,4,2,90,M0_S4
0.0,4,2,91,M0_S4
0.0,4,2,92,M0_S4
0.0,4,2,93,M0_S4
0.0,4,2,94,M0_S4
0.0,4,2,95,M0_S4
0.0,4,2,96,M0_S4
0.0,4,2,97,M0_S4
0.0,4,2,98,M0_S4
0.0,4,2,99,M0_S4
0.0,4,3,0,M0_S4
0.0,4,3,1,M0_S4
0.0,4,3,2,M0_S4
0.0,4,3,3,M0_S4
0.0,4,3,4,M0_S4
0.0,4,3,5,M0_S4
0.0,4,3,6,M0_S4
0.0,4,3,7,M0_S4
0.0,4,3,8,M0_S4
0.0,4,3,9,M0_S4
0.0,4,3,10,M0_S4
0.0,4,3,11,M0_S4
0.0,4,3,12,M0_S4
0.0,4,3,13,M0_S4
0.0,4,3,14,M0_S4
0.0,4,3,15,M0_S4
0.0,4,3,16,M0_S4
0.0,4,3,17,M0_S4
0.0,4,3,18,M0_S4
0.0,4,3,19,M0_S4
0.0,4,3,20,M0_S4
0.0,4,3,21,M0_S4
0.0,4,3,22,M0_S4
0.0,4,3,23,M0_S4
0.0,4,3,24,M0_S4
0.0,4,3,25,M0_S4
0.0,4,3,26,M0_S4
0.0,4,3,27,M0_S4
0.0,4,3,28,M0_S4
0.0,4,3,29,M0_S4
0.0,4,3,30,M0_S4
0.0,4,3,31,M0_S4
0.0,4,3,32,M0_S4
0.0,4,3,33,M0_S4
0.0,4,3,34,M0_S4
0.0,4,3,35,M0_S4
0.0,4,3,36,M0_S4
0.0,4,3,37,M0_S4
0.0,4,3,38,M0_S4
0.0,4,3,39,M0_S4
0.0,4,3,40,M0_S4
0.0,4,3,41,M0_S4
0.0,4,3,42,M0_S4
0.0,4,3,43,M0_S4
0.0,4,3,44,M0_S4
0.0,4,3,45,M0_S4
0.0,4,3,46,M0_S4
0.0,4,3,47,M0_S4
0.0,4,3,48,M0_S4
0.0,4,3,49,M0_S4
0.0,4,3,50,M0_S4
0.0,4,3,51,M0_S4
0.0,4,3,52,M0_S4
0.0,4,3,53,M0_S4
0.0,4,3,54,M0_S4
0.0,4,3,55,M0_S4
0.0,4,3,56,M0_S4
0.0,4,3,57,M0_S4
0.0,4,3,58,M0_S4
0.0,4,3,59,M0_S4
0.0,4,3,60,M0_S4
0.0,4,3,61,M0_S4
0.0,4,3,62,M0_S4
0.0,4,3,63,M0_S4
0.0,4,3,64,M0_S4
0.0,4,3,65,M0_S4
0.0,4,3,66,M0_S4
0.0,4,3,67,M0_S4
0.0,4,3,68,M0_S4
0.0,4,3,69,M0_S4
0.0,4,3,70,M0_S4
0.0,4,3,71,M0_S4
0.0,4,3,72,M0_S4
0.0,4,3,73,M0_S4
0.0,4,3,74,M0_S4
0.0,4,3,75,M0_S4
0.0,4,3,76,M0_S4
0.0,4,3,77,M0_S4
0.0,4,3,78,M0_S4
0.0,4,3,79,M0_S4
0.0,4,3,80,M0_S4
0.0,4,3,81,M0_S4
0.0,4,3,82,M0_S4
0.0,4,3,83,M0_S4
0.0,4,3,84,M0_S4
0.0,4,3,85,M0_S4
0.0,4,3,86,M0_S4
0.0,4,3,87,M0_S4
0.0,4,3,88,M0_S4
0.0,4,3,89,M0_S4
0.0,4,3,90,M0_S4
0.0,4,3,91,M0_S4
0.0,4,3,92,M0_S4
0.0,4,3,93,M0_S4
0.0,4,3,94,M0_S4
0.0,4,3,95,M0_S4
0.0,4,3,96,M0_S4
0.0,4,3,97,M0_S4
0.0,4,3,98,M0_S4
0.0,4,3,99,M0_S4
0.0,4,4,0,M0_S4
0.0,4,4,1,M0_S4
0.0,4,4,2,M0_S4
0.0,4,4,3,M0_S4
0.0,4,4,4,M0_S4
0.0,4,4,5,M0_S4
0.0,4,4,6,M0_S4
0.0,4,4,7,M0_S4
0.0,4,4,8,M0_S4
0.0,4,4,9,M0_S4
0.0,4,4,10,M0_S4
0.0,4,4,11,M0_S4
0.0,4,4,12,M0_S4
0.0,4,4,13,M0_S4
0.0,4,4,14,M0_S4
0.0,4,4,15,M0_S4
0.0,4,4,16,M0_S4
0.0,4,4,17,M0_S4
0.0,4,4,18,M0_S4
0.0,4,4,19,M0_S4
0.0,4,4,20,M0_S4
0.0,4,4,21,M0_S4
0.0,4,4,22,M0_S4
0.0,4,4,23,M0_S4
0.0,4,4,24,M0_S4
0.0,4,4,25,M0_S4
0.0,4,4,26,M0_S4
0.0,4,4,27,M0_S4
0.0,4,4,28,M0_S4
0.0,4,4,29,M0_S4
0.0,4,4,30,M0_S4
0.0,4,4,31,M0_S4
0.0,4,4,32,M0_S4
0.0,4,4,33,M0_S4
0.0,4,4,34,M0_S4
0.0,4,4,35,M0_S4
0.0,4,4,36,M0_S4
0.0,4,4,37,M0_S4
0.0,4,4,38,M0_S4
0.0,4,4,39,M0_S4
0.0,4,4,40,M0_S4
0.0,4,4,41,M0_S4
0.0,4,4,42,M0_S4
0.0,4,4,43,M0_S4
0.0,4,4,44,M0_S4
0.0,4,4,45,M0_S4
0.0,4,4,46,M0_S4
0.0,4,4,47,M0_S4
0.0,4,4,48,M0_S4
0.0,4,4,49,M0_S4
0.0,4,4,50,M0_S4
0.0,4,4,51,M0_S4
0.0,4,4,52,M0_S4
0.0,4,4,53,M0_S4
0.0,4,4,54,M0_S4
0.0,4,4,55,M0_S4
0.0,4,4,56,M0_S4
0.0,4,4,57,M0_S4
0.0,4,4,58,M0_S4
0.0,4,4,59,M0_S4
0.0,4,4,60,M0_S4
0.0,4,4,61,M0_S4
0.0,4,4,62,M0_S4
0.0,4,4,63,M0_S4
0.0,4,4,64,M0_S4
0.0,4,4,65,M0_S4
0.0,4,4,66,M0_S4
0.0,4,4,67,M0_S4
0.0,4,4,68,M0_S4
0.0,4,4,69,M0_S4
0.0,4,4,70,M0_S4
0.0,4,4,71,M0_S4
0.0,4,4,72,M0_S4
0.0,4,4,73,M0_S4
0.0,4,4,74,M0_S4
0.0,4,4,75,M0_S4
0.0,4,4,76,M0_S4
0.0,4,4,77,M0_S4
0.0,4,4,78,M0_S4
0.0,4,4,79,M0_S4
0.0,4,4,80,M0_S4
0.0,4,4,81,M0_S4
0.0,4,4,82,M0_S4
0.0,4,4,83,M0_S4
0.0,4,4,84,M0_S4
0.0,4,4,85,M0_S4
0.0,4,4,86,M0_S4
0.0,4,4,87,M0_S4
0.0,4,4,88,M0_S4
0.0,4,4,89,M0_S4
0.0,4,4,90,M0_S4
0.0,4,4,91,M0_S4
0.0,4,4,92,M0_S4
0.0,4,4,93,M0_S4
0.0,4,4,94,M0_S4
0.0,4,4,95,M0_S4
0.0,4,4,96,M0_S4
0.0,4,4,97,M0_S4
0.0,4,4,98,M0_S4
0.0,4,4,99,M0_S4
0.0,5,0,0,M0_S4
0.0,5,0,1,M0_S4
0.0,5,0,2,M0_S4
0.0,5,0,3,M0_S4
0.0,5,0,4,M0_S4
0.0,5,0,5,M0_S4
0.0,5,0,6,M0_S4
0.0,5,0,7,M0_S4
0.0,5,0,8,M0_S4
0.0,5,0,9,M0_S4
0.0,5,0,10,M0_S4
0.0,5,0,11,M0_S4
0.0,5,0,12,M0_S4
0.0,5,0,13,M0_S4
0.0,5,0,14,M0_S4
0.0,5,0,15,M0_S4
0.0,5,0,16,M0_S4
0.0,5,0,17,M0_S4
0.0,5,0,18,M0_S4
0.0,5,0,19,M0_S4
0.0,5,0,20,M0_S4
0.0,5,0,21,M0_S4
0.0,5,0,22,M0_S4
0.0,5,0,23,M0_S4
0.0,5,0,24,M0_S4
0.0,5,0,25,M0_S4
0.0,5,0,26,M0_S4
0.0,5,0,27,M0_S4
0.0,5,0,28,M0_S4
0.0,5,0,29,M0_S4
0.0,5,0,30,M0_S4
0.0,5,0,31,M0_S4
0.0,5,0,32,M0_S4
0.0,5,0,33,M0_S4
0.0,5,0,34,M0_S4
0.0,5,0,35,M0_S4
0.0,5,0,36,M0_S4
0.0,5,0,37,M0_S4
0.0,5,0,38,M0_S4
0.0,5,0,39,M0_S4
0.0,5,0,40,M0_S4
0.0,5,0,41,M0_S4
0.0,5,0,42,M0_S4
0.0,5,0,43,M0_S4
0.0,5,0,44,M0_S4
0.0,5,0,45,M0_S4
0.0,5,0,46,M0_S4
0.0,5,0,47,M0_S4
0.0,5,0,48,M0_S4
0.0,5,0,49,M0_S4
0.0,5,0,50,M0_S4
0.0,5,0,51,M0_S4
0.0,5,0,52,M0_S4
0.0,5,0,53,M0_S4
0.0,5,0,54,M0_S4
0.0,5,0,55,M0_S4
0.0,5,0,56,M0_S4
0.0,5,0,57,M0_S4
0.0,5,0,58,M0_S4
0.0,5,0,59,M0_S4
0.0,5,0,60,M0_S4
0.0,5,0,61,M0_S4
0.0,5,0,62,M0_S4
0.0,5,0,63,M0_S4
0.0,5,0,64,M0_S4
0.0,5,0,65,M0_S4
0.0,5,0,66,M0_S4
0.0,5,0,67,M0_S4
0.0,5,0,68,M0_S4
0.0,5,0,69,M0_S4
0.0,5,0,70,M0_S4
0.0,5,0,71,M0_S4
0.0,5,0,72,M0_S4
0.0,5,0,73,M0_S4
0.0,5,0,74,M0_S4
0.0,5,0,75,M0_S4
0.0,5,0,76,M0_S4
0.0,5,0,77,M0_S4
0.0,5,0,78,M0_S4
0.0,5,0,79,M0_S4
0.0,5,0,80,M0_S4
0.0,5,0,81,M0_S4
0.0,5,0,82,M0_S4
0.0,5,0,83,M0_S4
0.0,5,0,84,M0_S4
0.0,5,0,85,M0_S4
0.0,5,0,86,M0_S4
0.0,5,0,87,M0_S4
0.0,5,0,88,M0_S4
0.0,5,0,89,M0_S4
0.0,5,0,90,M0_S4
0.0,5,0,91,M0_S4
0.0,5,0,92,M0_S4
0.0,5,0,93,M0_S4
0.0,5,0,94,M0_S4
0.0,5,0,95,M0_S4
0.0,5,0,96,M0_S4
0.0,5,0,97,M0_S4
0.0,5,0,98,M0_S4
0.0,5,0,99,M0_S4
0.0,5,1,0,M0_S4
0.0,5,1,1,M0_S4
0.0,5,1,2,M0_S4
0.0,5,1,3,M0_S4
0.0,5,1,4,M0_S4
0.0,5,1,5,M0_S4
0.0,5,1,6,M0_S4
0.0,5,1,7,M0_S4
0.0,5,1,8,M0_S4
0.0,5,1,9,M0_S4
0.0,5,1,10,M0_S4
0.0,5,1,11,M0_S4
0.0,5,1,12,M0_S4
0.0,5,1,13,M0_S4
0.0,5,1,14,M0_S4
0.0,5,1,15,M0_S4
0.0,5,1,16,M0_S4
0.0,5,1,17,M0_S4
0.0,5,1,18,M0_S4
0.0,5,1,19,M0_S4
0.0,5,1,20,M0_S4
0.0,5,1,21,M0_S4
0.0,5,1,22,M0_S4
0.0,5,1,23,M0_S4
0.0,5,1,24,M0_S4
0.0,5,1,25,M0_S4
0.0,5,1,26,M0_S4
0.0,5,1,27,M0_S4
0.0,5,1,28,M0_S4
0.0,5,1,29,M0_S4
0.0,5,1,30,M0_S4
0.0,5,1,31,M0_S4
0.0,5,1,32,M0_S4
0.0,5,1,33,M0_S4
0.0,5,1,34,M0_S4
0.0,5,1,35,M0_S4
0.0,5,1,36,M0_S4
0.0,5,1,37,M0_S4
0.0,5,1,38,M0_S4
0.0,5,1,39,M0_S4
0.0,5,1,40,M0_S4
0.0,5,1,41,M0_S4
0.0,5,1,42,M0_S4
0.0,5,1,43,M0_S4
0.0,5,1,44,M0_S4
0.0,5,1,45,M0_S4
0.0,5,1,46,M0_S4
0.0,5,1,47,M0_S4
0.0,5,1,48,M0_S4
0.0,5,1,49,M0_S4
0.0,5,1,50,M0_S4
0.0,5,1,51,M0_S4
0.0,5,1,52,M0_S4
0.0,5,1,53,M0_S4
0.0,5,1,54,M0_S4
0.0,5,1,55,M0_S4
0.0,5,1,56,M0_S4
0.0,5,1,57,M0_S4
0.0,5,1,58,M0_S4
0.0,5,1,59,M0_S4
0.0,5,1,60,M0_S4
0.0,5,1,61,M0_S4
0.0,5,1,62,M0_S4
0.0,5,1,63,M0_S4
0.0,5,1,64,M0_S4
0.0,5,1,65,M0_S4
0.0,5,1,66,M0_S4
0.0,5,1,67,M0_S4
0.0,5,1,68,M0_S4
0.0,5,1,69,M0_S4
0.0,5,1,70,M0_S4
0.0,5,1,71,M0_S4
0.0,5,1,72,M0_S4
0.0,5,1,73,M0_S4
0.0,5,1,74,M0_S4
0.0,5,1,75,M0_S4
0.0,5,1,76,M0_S4
0.0,5,1,77,M0_S4
0.0,5,1,78,M0_S4
0.0,5,1,79,M0_S4
0.0,5,1,80,M0_S4
0.0,5,1,81,M0_S4
0.0,5,1,82,M0_S4
0.0,5,1,83,M0_S4
0.0,5,1,84,M0_S4
0.0,5,1,85,M0_S4
0.0,5,1,86,M0_S4
0.0,5,1,87,M0_S4
0.0,5,1,88,M0_S4
0.0,5,1,89,M0_S4
0.0,5,1,90,M0_S4
0.0,5,1,91,M0_S4
0.0,5,1,92,M0_S4
0.0,5,1,93,M0_S4
0.0,5,1,94,M0_S4
0.0,5,1,95,M0_S4
0.0,5,1,96,M0_S4
0.0,5,1,97,M0_S4
0.0,5,1,98,M0_S4
0.0,5,1,99,M0_S4
0.0,5,2,0,M0_S4
0.0,5,2,1,M0_S4
0.0,5,2,2,M0_S4
0.0,5,2,3,M0_S4
0.0,5,2,4,M0_S4
0.0,5,2,5,M0_S4
0.0,5,2,6,M0_S4
0.0,5,2,7,M0_S4
0.0,5,2,8,M0_S4
0.0,5,2,9,M0_S4
0.0,5,2,10,M0_S4
0.0,5,2,11,M0_S4
0.0,5,2,12,M0_S4
0.0,5,2,13,M0_S4
0.0,5,2,14,M0_S4
0.0,5,2,15,M0_S4
0.0,5,2,16,M0_S4
0.0,5,2,17,M0_S4
0.0,5,2,18,M0_S4
0.0,5,2,19,M0_S4
0.0,5,2,20,M0_S4
0.0,5,2,21,M0_S4
0.0,5,2,22,M0_S4
0.0,5,2,23,M0_S4
0.0,5,2,24,M0_S4
0.0,5,2,25,M0_S4
0.0,5,2,26,M0_S4
0.0,5,2,27,M0_S4
0.0,5,2,28,M0_S4
0.0,5,2,29,M0_S4
0.0,5,2,30,M0_S4
0.0,5,2,31,M0_S4
0.0,5,2,32,M0_S4
0.0,5,2,33,M0_S4
0.0,5,2,34,M0_S4
0.0,5,2,35,M0_S4
0.0,5,2,36,M0_S4
0.0,5,2,37,M0_S4
0.0,5,2,38,M0_S4
0.0,5,2,39,M0_S4
0.0,5,2,40,M0_S4
0.0,5,2,41,M0_S4
0.0,5,2,42,M0_S4
0.0,5,2,43,M0_S4
0.0,5,2,44,M0_S4
0.0,5,2,45,M0_S4
0.0,5,2,46,M0_S4
0.0,5,2,47,M0_S4
0.0,5,2,48,M0_S4
0.0,5,2,49,M0_S4
0.0,5,2,50,M0_S4
0.0,5,2,51,M0_S4
0.0,5,2,52,M0_S4
0.0,5,2,53,M0_S4
0.0,5,2,54,M0_S4
0.0,5,2,55,M0_S4
0.0,5,2,56,M0_S4
0.0,5,2,57,M0_S4
0.0,5,2,58,M0_S4
0.0,5,2,59,M0_S4
