member,half,step,abs_diff_max_over_dims
3,1,199,5.0094601697026064e-05
4,0,0,6.452059660433385e-07
4,0,1,1.4615833752174012e-06
4,0,2,2.3449196047131693e-06
4,0,3,3.4417168317535385e-06
4,0,4,4.628347856749926e-06
4,0,5,5.802653378461642e-06
4,0,6,6.990636017611962e-06
4,0,7,8.170042931521238e-06
4,0,8,9.328595212743096e-06
4,0,9,1.0437096611415342e-05
4,0,10,1.1347290457486281e-05
4,0,11,1.204584511982354e-05
4,0,12,1.2488963489154514e-05
4,0,13,1.2693990153023194e-05
4,0,14,1.3038398162468212e-05
4,0,15,1.3571933888734122e-05
4,0,16,1.3554501107959638e-05
4,0,17,9.51285748529429e-06
4,0,18,3.0068716179165733e-06
4,0,19,1.6023608430115743e-06
4,0,20,1.916376683563925e-06
4,0,21,2.7766332726386622e-06
4,0,22,4.3727928749071054e-06
4,0,23,8.103326025299395e-06
4,0,24,1.0786527564476955e-05
4,0,25,1.2238712574053068e-05
4,0,26,1.316003101825558e-05
4,0,27,1.4405068755163342e-05
4,0,28,1.5238579484488923e-05
4,0,29,1.6315741433459152e-05
4,0,30,1.782229468805241e-05
4,0,31,1.9041955792165055e-05
4,0,32,8.355189628161952e-06
4,0,33,1.3551291561664236e-06
4,0,34,1.7983202602600556e-06
4,0,35,1.5088416468245214e-05
4,0,36,1.8186952461807238e-05
4,0,37,1.826903890789211e-05
4,0,38,1.9481915654928628e-05
4,0,39,2.1017935807776666e-05
4,0,40,2.2535979188997857e-05
4,0,41,2.457535171584979e-05
4,0,42,2.650621560507105e-05
4,0,43,2.4487450825283474e-05
4,0,44,1.532276931470733e-05
4,0,45,4.56392959158336e-06
4,0,46,2.3256284800432514e-06
4,0,47,1.5441905412971746e-06
4,0,48,1.1578655390587222e-06
4,0,49,1.7475973934866218e-05
4,0,50,2.1072741199557044e-05
4,0,51,2.163658756515474e-05
4,0,52,2.3395496002276417e-05
4,0,53,2.5369685922260743e-05
4,0,54,2.7987664431794457e-05
4,0,55,2.9524809439074318e-05
4,0,56,3.17776146063764e-05
4,0,57,3.22253659112981e-05
4,0,58,2.619656292202066e-05
4,0,59,1.956212687748149e-05
4,0,60,1.5180642437773173e-05
4,0,61,1.4475494079402296e-05
4,0,62,2.3578743447494332e-05
4,0,63,2.8100120385676775e-05
4,0,64,2.748505778105148e-05
4,0,65,2.7363871316188337e-05
4,0,66,2.6573073458324714e-05
4,0,67,2.7785782485523214e-05
4,0,68,3.1157450937291387e-05
4,0,69,3.3595647895179326e-05
4,0,70,3.611431565753165e-05
4,0,71,4.0759898422670915e-05
4,0,72,4.3304340093808236e-05
4,0,73,4.1572732742967133e-05
4,0,74,2.9001562348529575e-05
4,0,75,1.2437321055935868e-05
4,0,76,1.0713773074044752e-05
4,0,77,2.8830617090580546e-05
4,0,78,2.942328953703388e-05
4,0,79,2.8808300432059397e-05
4,0,80,3.044573421129293e-05
4,0,81,3.3305150946905115e-05
4,0,82,3.592414310826797e-05
4,0,83,3.818085714746289e-05
4,0,84,4.0967921044021693e-05
4,0,85,4.4879580546552944e-05
4,0,86,4.840424182805947e-05
4,0,87,5.290808987368223e-05
4,0,88,4.703065124900263e-05
4,0,89,3.251090967459902e-05
4,0,90,3.377432200668551e-05
4,0,91,4.3976960143243815e-05
4,0,92,3.970472245939938e-05
4,0,93,3.990554956612158e-05
4,0,94,4.0464994977895685e-05
4,0,95,4.111199801348775e-05
4,0,96,4.322419868918459e-05
4,0,97,4.552560312243159e-05
4,0,98,4.761900114624851e-05
4,0,99,5.218688408836769e-05
4,1,100,6.128581957476342e-07
4,1,101,7.154774137596576e-07
4,1,102,9.22603419439838e-07
4,1,103,1.1351207609422431e-06
4,1,104,3.8720608558362457e-07
4,1,105,1.8734974958078965e-06
4,1,106,1.060019370058285e-06
4,1,107,5.360640280560602e-07
4,1,108,1.8716863241508008e-06
4,1,109,3.069302563663001e-06
4,1,110,4.187133493038786e-06
4,1,111,5.098468929931599e-06
4,1,112,5.979061526328877e-06
4,1,113,6.931373265128826e-06
4,1,114,7.364804951670578e-06
4,1,115,5.188582703041789e-06
4,1,116,2.1567289874013795e-06
4,1,117,9.770372986217524e-07
4,1,118,4.490450505878485e-07
4,1,119,2.834272407437055e-06
4,1,120,5.999485121588322e-06
4,1,121,7.16747123741257e-06
4,1,122,8.976733274490556e-06
4,1,123,1.0347095854790211e-05
4,1,124,1.1228599598789302e-05
4,1,125,1.2123176039713357e-05
4,1,126,1.2851961235682552e-05
4,1,127,1.3650604367754227e-05
4,1,128,1.438614621518397e-05
4,1,129,9.505932310638343e-06
4,1,130,2.7210803303923115e-06
4,1,131,1.5719869148611565e-06
4,1,132,2.0513120215781555e-06
4,1,133,8.025171769787676e-06
4,1,134,1.1871976568045284e-05
4,1,135,1.2680870662862276e-05
4,1,136,1.4732366672820518e-05
4,1,137,1.6367158155006223e-05
4,1,138,1.7367075984431324e-05
4,1,139,1.8633769745868278e-05
4,1,140,1.962889507800547e-05
4,1,141,2.0213031913574042e-05
4,1,142,2.200108233818554e-05
4,1,143,1.711296654072214e-05
4,1,144,6.91098090843667e-06
4,1,145,4.189958835443264e-06
4,1,146,4.291647619059091e-06
4,1,147,9.635209396785527e-06
4,1,148,1.9032812261787768e-05
4,1,149,1.7428455777679375e-05
4,1,150,1.9238957183587146e-05
4,1,151,2.182067935940779e-05
4,1,152,2.371938294132292e-05
4,1,153,2.5587647316083206e-05
4,1,154,2.7046095831817496e-05
4,1,155,2.836051301979836e-05
4,1,156,2.8266539173760208e-05
4,1,157,1.9096469562551732e-05
4,1,158,7.220841919508558e-06
4,1,159,6.70827753479486e-06
4,1,160,1.0712534386669859e-05
4,1,161,2.8937515410110137e-05
4,1,162,2.5209566533401784e-05
4,1,163,2.3834427662405844e-05
4,1,164,2.5883178866870082e-05
4,1,165,2.9909488116874883e-05
4,1,166,3.228716237613227e-05
4,1,167,3.384414189611107e-05
4,1,168,3.583032531828678e-05
4,1,169,3.659608366701761e-05
4,1,170,3.686736431829374e-05
4,1,171,3.878663043055397e-05
4,1,172,2.1655016430699447e-05
4,1,173,1.6049808708284985e-05
4,1,174,2.0925550325401332e-05
4,1,175,4.011544364912467e-05
4,1,176,3.459995885224387e-05
4,1,177,3.2572175271194936e-05
4,1,178,3.426649483895261e-05
4,1,179,3.820536538690078e-05
4,1,180,4.0041618748265506e-05
4,1,181,4.0182026521229375e-05
4,1,182,4.1827504906777335e-05
4,1,183,4.2978656625614065e-05
4,1,184,4.469365802783898e-05
4,1,185,4.806196924800332e-05
4,1,186,3.791512481532422e-05
4,1,187,3.292315569902726e-05
4,1,188,3.716563454014832e-05
4,1,189,4.830704816782827e-05
4,1,190,4.424946475500846e-05
4,1,191,4.077705426297484e-05
4,1,192,4.126766497236645e-05
4,1,193,4.5341081967631425e-05
4,1,194,4.749268282377983e-05
4,1,195,4.747524389348001e-05
4,1,196,5.016468266738627e-05
4,1,197,5.114410955808779e-05
4,1,198,4.999774512803867e-05
4,1,199,5.2122196563253453e-05
5,0,0,8.44062415517044e-07
5,0,1,1.6303096872505307e-06
5,0,2,2.3933147863530735e-06
5,0,3,2.8419446924665692e-06
5,0,4,3.6405117160853706e-06
5,0,5,4.517642785195619e-06
5,0,6,5.466747039051256e-06
5,0,7,6.5295162596790135e-06
5,0,8,7.632570402371641e-06
5,0,9,7.779642007488263e-06
5,0,10,5.988261873923761e-06
5,0,11,3.451237875040647e-06
5,0,12,2.5973619277586124e-06
5,0,13,2.50856048022996e-06
5,0,14,2.506222178677575e-06
5,0,15,2.6718145775816993e-06
5,0,16,3.021278338621869e-06
5,0,17,3.595725506233549e-06
5,0,18,3.645473926283671e-06
5,0,19,2.918304626842172e-06
5,0,20,1.7351399956844205e-06
5,0,21,2.2751551070898657e-06
5,0,22,3.5316904014592865e-06
5,0,23,4.775890119379511e-06
5,0,24,5.6410390301131486e-06
5,0,25,7.069080888655321e-06
5,0,26,9.218539204880472e-06
5,0,27,1.149229786889805e-05
5,0,28,1.3413358822766952e-05
5,0,29,1.503859266938079e-05
5,0,30,1.3985647829173331e-05
5,0,31,5.837027446276011e-06
5,0,32,1.0455701051625965e-05
5,0,33,1.094065284990009e-05
5,0,34,1.1737332373140674e-05
5,0,35,1.2857519488651548e-05
5,0,36,1.3992685717223452e-05
5,0,37,1.5430961675555466e-05
5,0,38,1.6628344414737484e-05
5,0,39,1.8762859082421812e-05
5,0,40,2.134722244839793e-05
5,0,41,2.2185411586939097e-05
5,0,42,2.1626439898891903e-05
5,0,43,1.9262330910763126e-05
5,0,44,1.6631120045129677e-05
5,0,45,1.6409805689399093e-05
5,0,46,1.790272146662275e-05
5,0,47,1.7876651563053514e-05
5,0,48,2.0620831425510744e-05
5,0,49,2.3974541538684946e-05
5,0,50,2.5592594794954238e-05
5,0,51,2.6915099712976343e-05
5,0,52,2.9551922406501063e-05
5,0,53,3.205826043428672e-05
5,0,54,3.352922336485875e-05
5,0,55,3.689142259144518e-05
5,0,56,3.1250930160986456e-05
5,0,57,1.811261577078227e-05
5,0,58,5.648360306143019e-06
5,0,59,1.931539736732546e-05
5,0,60,3.028513733438487e-05
5,0,61,2.913656572278711e-05
5,0,62,2.6680908014498073e-05
5,0,63,2.4723594339359778e-05
5,0,64,2.5694457662872594e-05
5,0,65,2.894725187996272e-05
5,0,66,3.234798362550251e-05
5,0,67,4.083963004086755e-05
5,0,68,4.740552444726376e-05
5,0,69,4.3675129322018336e-05
5,0,70,2.9879298274249066e-05
5,0,71,1.2901868596593147e-05
5,0,72,7.570139776813534e-06
5,0,73,8.818591900272565e-06
5,0,74,3.066268478746359e-05
5,0,75,2.6821675042532078e-05
5,0,76,2.64118081851894e-05
5,0,77,2.8196977558181402e-05
5,0,78,3.0440404829690237e-05
5,0,79,3.3223364989343196e-05
5,0,80,3.650079928108063e-05
5,0,81,3.959185923596564e-05
5,0,82,4.4268125678037507e-05
5,0,83,5.200840250019212e-05
5,0,84,5.79288190705185e-05
5,0,85,5.181029378853452e-05
5,0,86,4.214416413939048e-05
5,0,87,3.445512453970068e-05
5,0,88,4.0743855967750875e-05
5,0,89,4.8172251825517876e-05
5,0,90,3.8316094963741776e-05
5,0,91,3.9594203350645785e-05
5,0,92,3.921278204210843e-05
5,0,93,3.833951628484655e-05
5,0,94,4.068864184492149e-05
5,0,95,4.4415878433401446e-05
5,0,96,4.855011626192507e-05
5,0,97,5.312360179443587e-05
5,0,98,5.841117641569582e-05
5,0,99,6.150935953863623e-05
5,1,100,3.1625802421331173e-07
5,1,101,6.103905083598704e-07
5,1,102,3.214094337344875e-07
5,1,103,6.387867039769901e-07
5,1,104,9.043673472319824e-07
5,1,105,2.7873428498637054e-07
5,1,106,1.7120650328550369e-06
5,1,107,2.9833470231999115e-06
5,1,108,3.984131412115843e-06
5,1,109,4.818085757918311e-06
5,1,110,5.184095970500735e-06
5,1,111,5.428431892440244e-06
5,1,112,4.800946134642103e-06
5,1,113,1.9106694599813068e-06
5,1,114,4.929124988173328e-07
5,1,115,3.4850884134129956e-07
5,1,116,7.338513450250161e-07
5,1,117,3.291427418616877e-06
5,1,118,5.607303091625937e-06
5,1,119,6.924865709301287e-06
5,1,120,8.380636011384723e-06
5,1,121,9.444805437297532e-06
5,1,122,1.0094532012949742e-05
5,1,123,1.1206418697895515e-05
5,1,124,1.1857322540720361e-05
5,1,125,1.2482664331070481e-05
5,1,126,8.17059110769236e-06
5,1,127,3.1226051993016313e-06
5,1,128,1.4990133632153402e-06
5,1,129,1.5312451098203894e-06
5,1,130,6.474429734559806e-06
5,1,131,1.0461952844043054e-05
5,1,132,1.141362759549125e-05
5,1,133,1.3442742874847369e-05
5,1,134,1.506929527916867e-05
5,1,135,1.6065601468051582e-05
5,1,136,1.7280714383227647e-05
5,1,137,1.846617957435015e-05
5,1,138,1.9315496626592932e-05
5,1,139,2.0270046795722862e-05
5,1,140,1.9072695680133478e-05
5,1,141,1.2588350989606312e-05
5,1,142,6.303246515848571e-06
5,1,143,5.275625749590063e-06
5,1,144,9.624485541426253e-06
5,1,145,1.955580539947377e-05
5,1,146,1.6986163532628495e-05
5,1,147,1.8181094445957058e-05
5,1,148,2.0076406925806367e-05
5,1,149,2.164315697239516e-05
5,1,150,2.34061777928396e-05
5,1,151,2.5586660108878334e-05
5,1,152,2.726415512466218e-05
5,1,153,2.903605514426033e-05
5,1,154,2.8698625045731063e-05
5,1,155,1.836857432824246e-05
5,1,156,7.953153590811723e-06
5,1,157,7.177100393551683e-06
5,1,158,1.0287564485178535e-05
5,1,159,2.474803225527289e-05
5,1,160,2.4215003152638914e-05
5,1,161,2.3151435740720316e-05
5,1,162,2.5415633073455624e-05
5,1,163,2.8275713194858554e-05
5,1,164,2.97291697868296e-05
5,1,165,3.14340798039936e-05
5,1,166,3.342253282134777e-05
5,1,167,3.472853116281982e-05
5,1,168,3.534972112895218e-05
5,1,169,3.848909540771217e-05
5,1,170,2.717195552781604e-05
5,1,171,1.5032537248327316e-05
5,1,172,1.1641798152606242e-05
5,1,173,3.068595129462892e-05
5,1,174,3.4448413833487734e-05
5,1,175,3.068033758668598e-05
5,1,176,3.1328379533679396e-05
5,1,177,3.441304666296219e-05
5,1,178,3.5783999234428876e-05
5,1,179,3.7101860644650486e-05
5,1,180,3.926391171393817e-05
5,1,181,4.10037745921521e-05
5,1,182,4.474245932550858e-05
5,1,183,4.5763992941427745e-05
5,1,184,3.404320725097776e-05
5,1,185,2.0251331227960634e-05
5,1,186,1.9128819447988832e-05
5,1,187,3.536452967933812e-05
5,1,188,3.8691223157361065e-05
5,1,189,3.676376819194971e-05
5,1,190,3.8282542693668375e-05
5,1,191,4.1836032723896466e-05
5,1,192,4.287952403192463e-05
5,1,193,4.2790613491217044e-05
5,1,194,4.489821534026106e-05
5,1,195,4.67351435098351e-05
5,1,196,4.721175454314164e-05
5,1,197,4.842850452702052e-05
5,1,198,5.630194059813576e-05
5,1,199,4.9112902428927185e-05
6,0,0,9.024355707154541e-07
6,0,1,1.7179398179578698e-06
6,0,2,2.513364756318026e-06
6,0,3,3.1348574633938142e-06
6,0,4,3.704545256333347e-06
6,0,5,4.31033793457658e-06
6,0,6,5.193498040956257e-06
6,0,7,6.308038259295046e-06
6,0,8,7.84415182986109e-06
6,0,9,9.297860672052849e-06
6,0,10,1.024275791472462e-05
6,0,11,9.837167547654957e-06
6,0,12,7.628336503806565e-06
6,0,13,5.047405344793532e-06
6,0,14,3.7608017358081725e-06
6,0,15,3.2593723635621075e-06
6,0,16,2.916403806896284e-06
6,0,17,3.07186966042039e-06
6,0,18,3.3228972906584886e-06
6,0,19,3.4066729939219442e-06
6,0,20,4.4648105466116306e-06
6,0,21,5.370311329411237e-06
6,0,22,5.129015411942106e-06
6,0,23,6.331885399557535e-06
6,0,24,8.301968710711094e-06
6,0,25,9.658255207156685e-06
6,0,26,1.1452199463857227e-05
6,0,27,1.345152276854833e-05
6,0,28,1.4858822451113696e-05
6,0,29,1.5476806581204983e-05
6,0,30,7.243400470091643e-06
6,0,31,1.2906778459331747e-06
6,0,32,2.878842293885242e-06
6,0,33,1.1958592878613672e-05
6,0,34,1.1646483133898045e-05
6,0,35,1.1976864152885014e-05
6,0,36,1.2949492883329583e-05
6,0,37,1.4049038597807595e-05
6,0,38,1.5326623925560057e-05
6,0,39,1.6597879655133596e-05
6,0,40,1.8593004508904443e-05
6,0,41,2.149871172996143e-05
6,0,42,2.1922868212786994e-05
6,0,43,1.9891323664644744e-05
6,0,44,1.5327536283749055e-05
6,0,45,9.299580244537253e-06
6,0,46,5.880556992465813e-06
6,0,47,6.224509347951823e-06
6,0,48,1.6078358371807155e-05
6,0,49,1.862022405818564e-05
6,0,50,2.0142543710743865e-05
6,0,51,2.2202320847153345e-05
6,0,52,2.3568100102622225e-05
6,0,53,2.5434800612345043e-05
6,0,54,2.6495494827916133e-05
6,0,55,2.8965433211958214e-05
6,0,56,3.2466545502263244e-05
6,0,57,3.320229120973295e-05
6,0,58,2.7527381991188093e-05
6,0,59,2.157720235507199e-05
6,0,60,1.5457397112950133e-05
6,0,61,1.579194068490608e-05
6,0,62,2.682233653317212e-05
6,0,63,2.781422449515958e-05
6,0,64,2.6003851670841627e-05
6,0,65,2.623720294669951e-05
6,0,66,2.9105483071667493e-05
6,0,67,3.223462992174575e-05
6,0,68,3.7024993858381094e-05
6,0,69,4.302906282260821e-05
6,0,70,4.511135120122134e-05
6,0,71,4.2326827343952544e-05
6,0,72,2.651766087691243e-05
6,0,73,1.0442943647159808e-05
6,0,74,7.534756358396066e-06
6,0,75,1.0982921855529071e-05
6,0,76,3.057203934409003e-05
6,0,77,2.7385605494201215e-05
6,0,78,2.8748452564952842e-05
6,0,79,3.12441784795503e-05
6,0,80,3.430921795954944e-05
6,0,81,3.7329451278100834e-05
6,0,82,4.0064882803836355e-05
6,0,83,4.419807713729185e-05
6,0,84,5.0597026694632063e-05
6,0,85,5.593468514897282e-05
6,0,86,5.388129149208609e-05
6,0,87,4.388967679513911e-05
6,0,88,3.6491380285497144e-05
6,0,89,3.868958572228465e-05
6,0,90,4.374821979258314e-05
6,0,91,3.675847558759493e-05
6,0,92,3.81959563449108e-05
6,0,93,3.8531997845980825e-05
6,0,94,3.829633797947096e-05
6,0,95,4.079762141295795e-05
6,0,96,4.404167048344121e-05
6,0,97,4.722957808134254e-05
6,0,98,5.2906538943631176e-05
6,0,99,5.844679944200237e-05
6,1,100,3.163946113993177e-07
6,1,101,6.066945337224183e-07
6,1,102,9.729042576012148e-07
6,1,103,7.482063772989989e-07
6,1,104,8.742777035664062e-07
6,1,105,1.886997483158126e-06
6,1,106,7.256167826596993e-07
6,1,107,6.730102048990716e-07
6,1,108,2.018126227021355e-06
6,1,109,3.1236133259948673e-06
6,1,110,4.118838898836685e-06
6,1,111,4.8067914686367175e-06
6,1,112,5.5822767399682505e-06
6,1,113,6.177076309343832e-06
6,1,114,4.442523920289432e-06
6,1,115,1.5850306391840263e-06
6,1,116,7.721824957229728e-07
6,1,117,7.132642076967954e-07
6,1,118,7.949281006780495e-07
6,1,119,4.373092024501091e-06
6,1,120,5.773100421269106e-06
6,1,121,7.2751638588997025e-06
6,1,122,8.626058663807612e-06
6,1,123,9.421335163573019e-06
6,1,124,1.0525256475935052e-05
6,1,125,1.1477624236366779e-05
6,1,126,1.2418400275659991e-05
6,1,127,1.045455642678661e-05
6,1,128,5.028880019963822e-06
6,1,129,1.737835140236399e-06
6,1,130,1.3529271241097263e-06
6,1,131,2.402419440716841e-06
6,1,132,1.0759982492114517e-05
6,1,133,1.0608627718067254e-05
6,1,134,1.1949085402918058e-05
6,1,135,1.3535665744912606e-05
6,1,136,1.5029950167111394e-05
6,1,137,1.6229878986084856e-05
6,1,138,1.7617759370480712e-05
6,1,139,1.879739863275276e-05
6,1,140,1.9840169529050655e-05
6,1,141,2.0894379078928438e-05
6,1,142,1.4675135141750673e-05
6,1,143,6.311703198758067e-06
6,1,144,4.6917021654380164e-06
6,1,145,5.540502427736627e-06
6,1,146,1.7027968827632023e-05
6,1,147,1.6969651283060827e-05
6,1,148,1.6733110594913114e-05
6,1,149,1.8613526802990776e-05
6,1,150,2.0534889939582968e-05
6,1,151,2.2347062911265425e-05
6,1,152,2.444423603686907e-05
6,1,153,2.629227515571486e-05
6,1,154,2.77568754007973e-05
6,1,155,2.9912804032861118e-05
6,1,156,2.058659285797404e-05
6,1,157,8.414739266271454e-06
6,1,158,6.439659500312445e-06
6,1,159,8.588516281271552e-06
6,1,160,2.1926747385991874e-05
6,1,161,2.4192304088010985e-05
6,1,162,2.2305481539586225e-05
6,1,163,2.4340773721265307e-05
6,1,164,2.782987708216389e-05
6,1,165,3.0015428649221576e-05
6,1,166,3.125370353629364e-05
6,1,167,3.32453615210504e-05
6,1,168,3.474211923526482e-05
6,1,169,3.460603072946711e-05
6,1,170,3.5297070521078666e-05
6,1,171,3.6218996445569474e-05
6,1,172,3.2213830906346885e-05
6,1,173,1.5809026582935815e-05
6,1,174,2.1258962315418017e-05
6,1,175,3.5412691212766134e-05
6,1,176,3.1024238942301e-05
6,1,177,3.1209672587628745e-05
6,1,178,3.4865254034510684e-05
6,1,179,3.730219704412008e-05
6,1,180,3.8022997032260974e-05
6,1,181,3.979808814591479e-05
6,1,182,4.108818076353771e-05
6,1,183,4.224593305268698e-05
6,1,184,4.664259603037735e-05
6,1,185,4.4396895660714364e-05
6,1,186,3.0002202974888093e-05
6,1,187,2.1621970239138477e-05
6,1,188,2.886114011779739e-05
6,1,189,4.2385054646487674e-05
6,1,190,3.806983361576144e-05
6,1,191,3.7922395460299185e-05
6,1,192,4.1917882617870106e-05
6,1,193,4.528613793208791e-05
6,1,194,4.425466786894816e-05
6,1,195,4.6452805062990876e-05
6,1,196,4.838095087533745e-05
6,1,197,4.8351495183673876e-05
6,1,198,4.8546605690980016e-05
6,1,199,5.5846779074553154e-05
7,0,0,6.373771899159664e-07
7,0,1,1.3996112251390969e-06
7,0,2,2.31907872749737e-06
7,0,3,2.908524864508877e-06
7,0,4,2.4911222438195324e-06
7,0,5,9.072214082195273e-07
7,0,6,1.6988028224140805e-06
7,0,7,1.8520049072101585e-06
7,0,8,1.1555360321935382e-06
7,0,9,1.1587964079962099e-06
7,0,10,1.94430171962523e-06
7,0,11,3.4864969475911778e-06
7,0,12,4.3960255986519314e-06
7,0,13,5.260613946234116e-06
7,0,14,6.269789122104186e-06
7,0,15,7.3050806195240625e-06
7,0,16,8.305762862370614e-06
7,0,17,9.314774617408261e-06
7,0,18,1.0060212385809564e-05
7,0,19,1.0374225585474406e-05
7,0,20,1.0940759569422198e-05
7,0,21,1.1932827074234709e-05
7,0,22,1.2847766569068497e-05
7,0,23,1.355117977874798e-05
7,0,24,1.4128924572309742e-05
7,0,25,1.470490639965405e-05
7,0,26,1.4912096996333446e-05
7,0,27,1.4651934770792963e-05
7,0,28,1.4551698956033476e-05
7,0,29,1.5041296939077853e-05
7,0,30,1.5944884359964107e-05
7,0,31,1.7331471699577605e-05
7,0,32,1.937492758230519e-05
7,0,33,1.911253958608583e-05
7,0,34,1.4049031930252198e-05
7,0,35,8.207578134467042e-06
7,0,36,5.0238615800779485e-06
7,0,37,5.6555769489818886e-06
7,0,38,9.166006770477964e-06
7,0,39,1.6338201786592066e-05
7,0,40,1.9068408928291092e-05
7,0,41,2.1521838946991778e-05
7,0,42,2.231162034371792e-05
7,0,43,2.232273728264289e-05
7,0,44,2.233408481888688e-05
7,0,45,2.2198829585207136e-05
7,0,46,2.2707632882035256e-05
7,0,47,2.299387878368364e-05
7,0,48,1.500247184438308e-05
7,0,49,6.915887450276159e-06
7,0,50,8.694891618699074e-06
7,0,51,1.4331898083419503e-05
7,0,52,2.6691378594900783e-05
7,0,53,2.6656543996583792e-05
7,0,54,2.8188397128037224e-05
7,0,55,3.151814065516234e-05
7,0,56,3.293875877474761e-05
7,0,57,3.326366943934289e-05
7,0,58,3.309894566339011e-05
7,0,59,3.248119058119059e-05
7,0,60,3.0080882575944656e-05
7,0,61,2.222396390516579e-05
7,0,62,7.073449411088006e-06
7,0,63,5.65279852260403e-06
7,0,64,9.204170971166548e-06
7,0,65,2.1786542586887947e-05
7,0,66,2.7594644741446572e-05
7,0,67,2.70849983907695e-05
7,0,68,3.064131514340929e-05
7,0,69,3.363030074687856e-05
7,0,70,3.619116743935891e-05
7,0,71,3.851421169986935e-05
7,0,72,3.823599464691796e-05
7,0,73,4.0403308972258856e-05
7,0,74,4.015875655838386e-05
7,0,75,2.9469305758755837e-05
7,0,76,2.2361828198480538e-05
7,0,77,2.1514825130797277e-05
7,0,78,3.225589013133856e-05
7,0,79,3.810599627218636e-05
7,0,80,3.115413986298776e-05
7,0,81,3.114724436459326e-05
7,0,82,3.202898683407618e-05
7,0,83,3.318369986993197e-05
7,0,84,3.624827732640057e-05
7,0,85,3.9409414676061516e-05
7,0,86,4.246290630671723e-05
7,0,87,4.72237434778755e-05
7,0,88,5.131667023050568e-05
7,0,89,5.0086921440595233e-05
7,0,90,3.149816498737579e-05
7,0,91,1.5673818916983606e-05
7,0,92,1.7106507886666122e-05
7,0,93,3.477170461341217e-05
7,0,94,3.603329456147719e-05
7,0,95,3.535115398323185e-05
7,0,96,3.763211200213945e-05
7,0,97,4.1339478798363416e-05
7,0,98,4.396953436458517e-05
7,0,99,4.65926960346863e-05
7,1,100,1.0627203339552693e-06
7,1,101,1.5941308395550635e-06
7,1,102,2.599107748135765e-06
7,1,103,3.1373963058634047e-06
7,1,104,2.8976649177892e-06
7,1,105,1.968975042121457e-06
7,1,106,1.4295868724367722e-06
7,1,107,7.719258467986378e-07
7,1,108,1.1252326448385475e-06
7,1,109,3.0578629903743604e-06
7,1,110,4.670974987686094e-06
7,1,111,5.6947225957060255e-06
7,1,112,6.644082003681717e-06
7,1,113,7.76411705105673e-06
7,1,114,8.764994821497396e-06
7,1,115,9.5482404081082e-06
7,1,116,1.1503883260211012e-05
7,1,117,1.2702978079204286e-05
7,1,118,1.0413234955652939e-05
7,1,119,6.368645772969472e-06
7,1,120,3.324660882597641e-06
7,1,121,5.668110986789543e-06
7,1,122,1.117419583485102e-05
7,1,123,1.0914243600446127e-05
7,1,124,1.2588004236757655e-05
7,1,125,1.4154534338839397e-05
7,1,126,1.539546216822174e-05
7,1,127,1.659525014918728e-05
7,1,128,1.7745694779858212e-05
7,1,129,1.8657168140645553e-05
7,1,130,1.9563478077522234e-05
7,1,131,2.1389667758775488e-05
7,1,132,2.088763423158113e-05
7,1,133,1.3060932123831748e-05
7,1,134,5.77655544642397e-06
7,1,135,3.572558672892967e-06
7,1,136,6.582522146025838e-06
7,1,137,1.680832922712483e-05
7,1,138,1.8070385900958996e-05
7,1,139,2.0107666865776253e-05
7,1,140,2.1347852313446936e-05
7,1,141,2.2773287298605283e-05
7,1,142,2.4338627061304408e-05
7,1,143,2.5162186491289873e-05
7,1,144,2.7365601702467046e-05
7,1,145,2.7869308503625234e-05
7,1,146,1.1885040755998943e-05
7,1,147,3.266767449439101e-06
7,1,148,3.3123735239115604e-06
7,1,149,4.573647419903182e-06
7,1,150,2.0619513634079212e-05
7,1,151,2.328219401537268e-05
7,1,152,2.3214647361324836e-05
7,1,153,2.565145519106693e-05
7,1,154,2.8123050439976538e-05
7,1,155,2.908145217173086e-05
7,1,156,3.072089973521486e-05
7,1,157,3.1639303519792605e-05
7,1,158,3.359938017988284e-05
7,1,159,3.684445452156737e-05
7,1,160,2.6146641146418403e-05
7,1,161,1.4119261583012133e-05
7,1,162,9.768916086727586e-06
7,1,163,1.2354525030566776e-05
7,1,164,2.3103191926665545e-05
7,1,165,3.113944861254936e-05
7,1,166,2.7963736080494073e-05
7,1,167,3.05009135734835e-05
7,1,168,3.4336759906050673e-05
7,1,169,3.5301123066933116e-05
7,1,170,3.785065848349589e-05
7,1,171,4.0015446894692275e-05
7,1,172,4.1004416618584116e-05
7,1,173,4.605115974909424e-05
7,1,174,3.5514824859639305e-05
7,1,175,2.3651011250791498e-05
7,1,176,2.2590119880483428e-05
7,1,177,2.941914025855752e-05
7,1,178,4.350631191307741e-05
7,1,179,3.74984364861497e-05
7,1,180,3.6176816390565136e-05
7,1,181,3.880000310108045e-05
7,1,182,4.2841818366667894e-05
7,1,183,4.241598153109649e-05
7,1,184,4.3480789073679915e-05
7,1,185,4.557363867219166e-05
7,1,186,4.6542322265974434e-05
7,1,187,4.617587746391649e-05
7,1,188,4.6704394668140026e-05
7,1,189,5.405367265165495e-05
7,1,190,5.377394122252355e-05
7,1,191,4.206121180372335e-05
7,1,192,4.6321661487436216e-05
7,1,193,4.6678180526171786e-05
7,1,194,4.451921132941905e-05
7,1,195,4.715664915133644e-05
7,1,196,5.1493555484061204e-05
7,1,197,5.2865639501575856e-05
