member,half,step,abs_diff_max_over_dims
1,0,49,2.5255791122891225e-05
1,0,50,2.6552197219142926e-05
1,0,51,3.0048838909113584e-05
1,0,52,3.274871821545844e-05
1,0,53,1.7291154380316698e-05
1,0,54,7.504020421045254e-06
1,0,55,7.71314380543231e-06
1,0,56,7.90831401120684e-06
1,0,57,1.5685238183404948e-05
1,0,58,2.464884924169297e-05
1,0,59,2.9267122691578606e-05
1,0,60,3.172318741917479e-05
1,0,61,3.1979905577905754e-05
1,0,62,3.0517372278993093e-05
1,0,63,3.037725061671992e-05
1,0,64,3.0684362901212126e-05
1,0,65,3.0891373431707336e-05
1,0,66,3.0238792439352125e-05
1,0,67,2.423723463662597e-05
1,0,68,5.32262505670289e-06
1,0,69,6.416539413578448e-06
1,0,70,1.1044894759670854e-05
1,0,71,3.709467188661719e-05
1,0,72,3.578460085496005e-05
1,0,73,3.681440785818779e-05
1,0,74,3.881008457939927e-05
1,0,75,3.992468830915641e-05
1,0,76,4.0906597170931036e-05
1,0,77,4.0664066847106994e-05
1,0,78,4.0382498988744686e-05
1,0,79,3.578528825221028e-05
1,0,80,1.998468738495518e-05
1,0,81,7.351226552820833e-06
1,0,82,5.839511012961651e-06
1,0,83,1.2623402955602714e-05
1,0,84,3.964616238305574e-05
1,0,85,3.7057343063473525e-05
1,0,86,3.814353814779459e-05
1,0,87,3.98285607943194e-05
1,0,88,3.9919448712177896e-05
1,0,89,4.074367922535238e-05
1,0,90,4.238537674017273e-05
1,0,91,4.381758986760076e-05
1,0,92,4.512747763296687e-05
1,0,93,4.702870275963278e-05
1,0,94,4.856794829288802e-05
1,0,95,4.685994402908733e-05
1,0,96,3.980495781075177e-05
1,0,97,2.6414685674769345e-05
1,0,98,2.5138586125184048e-05
1,0,99,3.7348440699247476e-05
1,1,100,9.983656343859337e-07
1,1,101,1.8904149410303717e-06
1,1,102,2.9853353957776108e-06
1,1,103,4.2897842589262325e-06
1,1,104,5.545094618142343e-06
1,1,105,6.400204048517821e-06
1,1,106,6.648544117471289e-06
1,1,107,6.867440003777148e-06
1,1,108,6.144909054928149e-06
1,1,109,3.369972162214907e-06
1,1,110,7.480560317851825e-07
1,1,111,3.040228079287388e-07
1,1,112,1.8033055928512454e-06
1,1,113,6.7928465710132e-06
1,1,114,8.395875872757586e-06
1,1,115,9.71279980044315e-06
1,1,116,1.0798778537157716e-05
1,1,117,1.1707817201500603e-05
1,1,118,1.2739879352352546e-05
1,1,119,1.3346823515281159e-05
1,1,120,1.3241499018157299e-05
1,1,121,1.415488614631144e-05
1,1,122,1.597583094614663e-05
1,1,123,1.4135389561520384e-05
1,1,124,5.266999549391471e-06
1,1,125,5.320450957135847e-06
1,1,126,1.5192232635463654e-05
1,1,127,1.6668582441425883e-05
1,1,128,1.711680279470329e-05
1,1,129,1.9189130593399994e-05
1,1,130,2.0828738592548746e-05
1,1,131,2.1759532042420204e-05
1,1,132,2.2324419570729503e-05
1,1,133,2.2854626820834056e-05
1,1,134,2.353953907663353e-05
1,1,135,2.4606267265525616e-05
1,1,136,2.5082165141743218e-05
1,1,137,1.8535819127141195e-05
1,1,138,1.2518549882489793e-05
1,1,139,1.2141774624829793e-05
1,1,140,1.7581791870391328e-05
1,1,141,2.419791431274021e-05
1,1,142,2.4460780785773295e-05
1,1,143,2.6597830935060074e-05
1,1,144,2.847880605338915e-05
1,1,145,3.001919266720776e-05
1,1,146,3.1816862983813365e-05
1,1,147,3.3515174721276964e-05
1,1,148,3.460330883697793e-05
1,1,149,3.509149111247112e-05
1,1,150,3.645307270527809e-05
1,1,151,3.103694785755451e-05
1,1,152,1.379434287729353e-05
1,1,153,5.5018971356624036e-06
1,1,154,6.511450657775697e-06
1,1,155,3.0906093870353146e-05
1,1,156,3.2853082724937366e-05
1,1,157,3.354880932660009e-05
1,1,158,3.617832357249995e-05
1,1,159,3.792786958944916e-05
1,1,160,3.836364207687737e-05
1,1,161,3.9529054241871364e-05
1,1,162,3.975766932962088e-05
1,1,163,4.2502086609719214e-05
1,1,164,4.366072580319624e-05
1,1,165,2.7291912850557765e-05
1,1,166,1.1969826405611173e-05
1,1,167,8.579736136660188e-06
1,1,168,1.8343600395986925e-05
1,1,169,3.8266977752332565e-05
1,1,170,3.9764898289718076e-05
1,1,171,3.6644248066153295e-05
1,1,172,3.838376637643748e-05
1,1,173,4.039939909006307e-05
1,1,174,4.179591533670646e-05
1,1,175,4.499948735459114e-05
1,1,176,4.72088110603508e-05
1,1,177,5.2148410073726836e-05
1,1,178,5.000519345221832e-05
1,1,179,2.979171429018379e-05
1,1,180,2.2053981973968462e-05
1,1,181,3.144327565562932e-05
1,1,182,4.549549755727966e-05
1,1,183,5.041705582620182e-05
1,1,184,4.392400703867594e-05
1,1,185,4.127497282979675e-05
1,1,186,4.3213685390952605e-05
1,1,187,4.6045010564377264e-05
1,1,188,4.848606087737295e-05
1,1,189,5.119869716141423e-05
1,1,190,5.350578940044315e-05
1,1,191,5.2838110134345584e-05
1,1,192,5.646869893194406e-05
1,1,193,4.310703399124094e-05
1,1,194,3.901781532000825e-05
1,1,195,4.527562735745505e-05
1,1,196,5.4354232597475516e-05
1,1,197,5.1720253408049643e-05
1,1,198,5.0180923429010704e-05
1,1,199,5.1516464525835914e-05
2,0,0,3.5687568544773285e-07
2,0,1,5.290722393525016e-07
2,0,2,9.645122034385167e-07
2,0,3,1.4869367097603003e-06
2,0,4,1.8726513166811287e-06
2,0,5,2.1030898240681495e-06
2,0,6,2.1311956617253713e-06
2,0,7,2.1887223997651972e-06
2,0,8,2.5765115463372013e-06
2,0,9,2.666537029849536e-06
2,0,10,2.8518930421661537e-06
2,0,11,2.4783928846972003e-06
2,0,12,2.2953845633111314e-06
2,0,13,2.484041967676376e-06
2,0,14,2.9958511813532596e-06
2,0,15,3.0826079191470512e-06
2,0,16,3.98633365339407e-06
2,0,17,3.7814980196060333e-06
2,0,18,3.3039862445960466e-06
2,0,19,4.246829670151442e-06
2,0,20,5.806636429017686e-06
2,0,21,7.065685826646018e-06
2,0,22,8.449601748505842e-06
2,0,23,1.003204959815207e-05
2,0,24,1.1534800086643315e-05
2,0,25,1.2255499273639003e-05
2,0,26,1.2623556045809892e-05
2,0,27,1.332507563578389e-05
2,0,28,1.4546463210862726e-05
2,0,29,1.5570840710132927e-05
2,0,30,1.5973611514397135e-05
2,0,31,1.590855643085476e-05
2,0,32,1.6187662787991997e-05
2,0,33,1.7616297986577933e-05
2,0,34,1.911824409450702e-05
2,0,35,2.0255590694517878e-05
2,0,36,2.1017058617456286e-05
2,0,37,2.120273013384022e-05
2,0,38,2.091260700298747e-05
2,0,39,2.079803711607653e-05
2,0,40,2.12091137274939e-05
2,0,41,2.2024865599323817e-05
2,0,42,2.2836000206361007e-05
2,0,43,2.3455717406806187e-05
2,0,44,2.4043548946695026e-05
2,0,45,2.4716327976959107e-05
2,0,46,2.560237999094106e-05
2,0,47,2.6945141585521526e-05
2,0,48,2.8506405715278405e-05
2,0,49,2.93837846108147e-05
2,0,50,2.964726125131989e-05
2,0,51,2.9810596154256075e-05
2,0,52,3.0131214028283893e-05
2,0,53,3.099920694937808e-05
2,0,54,3.2233767581768547e-05
2,0,55,3.2253385148450775e-05
2,0,56,2.8985216547816606e-05
2,0,57,1.2573452450315159e-05
2,0,58,1.5089644791466128e-05
2,0,59,2.476986649346813e-05
2,0,60,3.8264909014706916e-05
2,0,61,3.852928136849343e-05
2,0,62,3.770090512222879e-05
2,0,63,3.938003498049625e-05
2,0,64,4.0941481162182214e-05
2,0,65,3.4985131067699626e-05
2,0,66,3.807040395242822e-05
2,0,67,3.8269881347474666e-05
2,0,68,3.901834228159373e-05
2,0,69,3.7836103380595176e-05
2,0,70,9.744359258601065e-06
2,0,71,9.32127252317727e-06
2,0,72,1.2418905360966903e-05
2,0,73,3.7165701552321906e-05
2,0,74,4.3729741406650646e-05
2,0,75,4.4280287828435405e-05
2,0,76,4.650029350861118e-05
2,0,77,4.798217484491829e-05
2,0,78,4.959722069441952e-05
2,0,79,4.9115225266849194e-05
2,0,80,4.7605572397468876e-05
2,0,81,4.6356411254500074e-05
2,0,82,4.2887618352693835e-05
2,0,83,2.8666287350986863e-05
2,0,84,1.0940624341149174e-05
2,0,85,1.1483416009205882e-05
2,0,86,3.59972349444071e-05
2,0,87,4.6234539057721236e-05
2,0,88,4.200748812510646e-05
2,0,89,4.329299459193692e-05
2,0,90,4.4875201310690116e-05
2,0,91,4.601785581037632e-05
2,0,92,4.7957948179799814e-05
2,0,93,4.86940152453208e-05
2,0,94,4.922365447423971e-05
2,0,95,5.1994921045572795e-05
2,0,96,5.626564710992099e-05
2,0,97,5.572451947921664e-05
2,0,98,4.610685347916643e-05
2,0,99,3.183763824310404e-05
2,1,100,1.0117623139294096e-07
2,1,101,2.9957719327455834e-07
2,1,102,1.3906655627060616e-06
2,1,103,2.520645078440964e-06
2,1,104,3.8632230103807785e-06
2,1,105,5.268471529262797e-06
2,1,106,6.381862743154443e-06
2,1,107,7.16326489236252e-06
2,1,108,7.315754553705034e-06
2,1,109,7.380818830338143e-06
2,1,110,7.582417042240053e-06
2,1,111,6.137181083332166e-06
2,1,112,2.206113708158597e-06
2,1,113,5.156276885465161e-07
2,1,114,2.3740441394970446e-06
2,1,115,7.988464398422934e-06
2,1,116,9.3760547414945e-06
2,1,117,1.0890770673732675e-05
2,1,118,1.2274096370834542e-05
2,1,119,1.3269740661847607e-05
2,1,120,1.382603257793491e-05
2,1,121,1.4229197041082386e-05
2,1,122,1.4181425663561953e-05
2,1,123,1.4758366591482996e-05
2,1,124,1.680806247517097e-05
2,1,125,1.883110755596107e-05
2,1,126,8.413619113412096e-06
2,1,127,7.524753594445599e-06
2,1,128,1.7022486454632002e-05
2,1,129,1.7588989366768004e-05
2,1,130,1.8538509229504285e-05
2,1,131,2.0698090605453245e-05
2,1,132,2.2782838573043307e-05
2,1,133,2.420330044694552e-05
2,1,134,2.4733017710332206e-05
2,1,135,2.498275450335541e-05
2,1,136,2.5586138468369768e-05
2,1,137,2.65288444118994e-05
2,1,138,2.8743552155319207e-05
2,1,139,2.743736112176265e-05
2,1,140,2.1293058519500363e-05
2,1,141,2.0492815964612277e-05
2,1,142,2.3304940975243937e-05
2,1,143,2.8730567164458876e-05
2,1,144,2.7566244431564968e-05
2,1,145,2.9132743849746845e-05
2,1,146,3.08104228530226e-05
2,1,147,3.247335103084836e-05
2,1,148,3.455989344791632e-05
2,1,149,3.656094058701598e-05
2,1,150,3.7770440237672176e-05
2,1,151,3.863807608972536e-05
2,1,152,3.9639572978700244e-05
2,1,153,4.2771697610355375e-05
2,1,154,3.172937012108079e-05
2,1,155,1.3690445847203137e-05
2,1,156,1.044379003234397e-05
2,1,157,2.6554601342265727e-05
2,1,158,3.95334881235776e-05
2,1,159,3.806562656860635e-05
2,1,160,3.94497783307024e-05
2,1,161,4.1754626813439444e-05
2,1,162,4.2480774580244685e-05
2,1,163,4.3044752279008947e-05
2,1,164,4.275775290851769e-05
2,1,165,4.559657329306077e-05
2,1,166,4.7825672718104784e-05
2,1,167,2.640109169638194e-05
2,1,168,1.6827717159717537e-05
2,1,169,1.322368257739015e-05
2,1,170,2.2109810146719866e-05
2,1,171,4.232652683366922e-05
2,1,172,4.491648874749288e-05
2,1,173,4.091513270676472e-05
2,1,174,4.226721429745339e-05
2,1,175,4.5032470544992265e-05
2,1,176,4.665804396664086e-05
2,1,177,4.9005877291730116e-05
2,1,178,5.064538546539765e-05
2,1,179,5.262544904205413e-05
2,1,180,5.756739013484946e-05
2,1,181,4.1482182377095e-05
2,1,182,2.9774988779429634e-05
2,1,183,3.864451046986517e-05
2,1,184,5.186096472975521e-05
2,1,185,5.7715765236387995e-05
2,1,186,4.948302341523103e-05
2,1,187,4.6767237199318856e-05
2,1,188,4.8591188198887636e-05
2,1,189,5.16018283165387e-05
2,1,190,5.387271744439204e-05
2,1,191,5.5506508761293816e-05
2,1,192,5.6756291889392685e-05
2,1,193,5.714742650475557e-05
2,1,194,5.858159588090217e-05
2,1,195,6.178291333469588e-05
2,1,196,5.485615458056259e-05
2,1,197,5.588557372959713e-05
2,1,198,6.239342160441197e-05
2,1,199,5.663569337155394e-05
3,0,0,4.119522651890861e-07
3,0,1,7.901520677755514e-07
3,0,2,1.0423180327734372e-06
3,0,3,1.239157300325644e-06
3,0,4,1.4581123730650347e-06
3,0,5,1.649476951026685e-06
3,0,6,1.9162743272183036e-06
3,0,7,2.097561850877838e-06
3,0,8,2.3689797861159434e-06
3,0,9,2.444719298999587e-06
3,0,10,2.621629764831823e-06
3,0,11,2.4165603424997073e-06
3,0,12,2.1623152299810044e-06
3,0,13,1.6381373657559095e-06
3,0,14,1.0623538635456953e-06
3,0,15,5.766875021961937e-07
3,0,16,7.313906094097433e-07
3,0,17,9.677857938372725e-07
3,0,18,5.8222968553067744e-06
3,0,19,5.229803698991731e-06
3,0,20,4.113574698649813e-06
3,0,21,2.312005376481352e-06
3,0,22,2.0136126509529007e-06
3,0,23,1.826521500797318e-06
3,0,24,1.9028083464434076e-06
3,0,25,2.5161880436996853e-06
3,0,26,3.226241577891642e-06
3,0,27,3.7819509741687796e-06
3,0,28,4.690750004865407e-06
3,0,29,5.684493043389693e-06
3,0,30,6.8506681207836095e-06
3,0,31,7.951336295164424e-06
3,0,32,9.080950349460437e-06
3,0,33,1.037492392708117e-05
3,0,34,1.1673321876237708e-05
3,0,35,1.296098764447251e-05
3,0,36,1.4106110052036769e-05
3,0,37,1.5062035588542244e-05
3,0,38,1.548674657225746e-05
3,0,39,1.636945097072129e-05
3,0,40,1.857545526640081e-05
3,0,41,2.03273901586698e-05
3,0,42,2.072389478158243e-05
3,0,43,2.1835764783872946e-05
3,0,44,2.3196393204472088e-05
3,0,45,2.294607532959958e-05
3,0,46,2.186374170154437e-05
3,0,47,2.1413790441293656e-05
3,0,48,2.1400658519521443e-05
3,0,49,2.1784395182855576e-05
3,0,50,2.264309786914609e-05
3,0,51,2.3938451890082035e-05
3,0,52,2.5162321393601417e-05
3,0,53,2.667285427282451e-05
3,0,54,3.0403392096367554e-05
3,0,55,1.1521589087237771e-05
3,0,56,1.400947117868867e-05
3,0,57,1.993107808750949e-05
3,0,58,2.4467600696631564e-05
3,0,59,2.8246898071238036e-05
3,0,60,2.80567474404414e-05
3,0,61,2.75785375172255e-05
3,0,62,2.8867678553368137e-05
3,0,63,2.95422058269601e-05
3,0,64,3.071090882356131e-05
3,0,65,3.163811888473589e-05
3,0,66,3.2749994788527914e-05
3,0,67,3.363188299942976e-05
3,0,68,3.444686092191063e-05
3,0,69,3.5960835960135995e-05
3,0,70,3.663928673436345e-05
3,0,71,3.776983719827598e-05
3,0,72,3.80439227178897e-05
3,0,73,3.917777713535742e-05
3,0,74,3.916070380016734e-05
3,0,75,3.9787491610709935e-05
3,0,76,4.0481635732003696e-05
3,0,77,4.069678800378007e-05
3,0,78,4.10364686067588e-05
3,0,79,4.217868244538181e-05
3,0,80,4.38070876620511e-05
3,0,81,4.635535522723444e-05
3,0,82,4.9659698042159306e-05
3,0,83,5.507033796448013e-05
3,0,84,6.193100640405902e-05
3,0,85,4.7029692127775746e-05
3,0,86,2.894411237708283e-05
3,0,87,2.180073924118453e-05
3,0,88,2.918390414174965e-05
3,0,89,4.867768582839105e-05
3,0,90,4.946998211563525e-05
3,0,91,4.838997506784182e-05
3,0,92,4.8279953294150246e-05
3,0,93,4.857851952611014e-05
3,0,94,5.148981319180734e-05
3,0,95,5.392139189264178e-05
3,0,96,5.4802526033848054e-05
3,0,97,5.618179813104973e-05
3,0,98,5.7535108708872684e-05
3,0,99,5.9158585608898306e-05
3,1,100,6.225594202380336e-07
3,1,101,1.003551569844774e-06
3,1,102,1.0690565188653522e-06
3,1,103,2.938435481603108e-07
3,1,104,1.494912182931074e-06
3,1,105,8.554810855265771e-07
3,1,106,8.084552876042039e-07
3,1,107,2.3812893914509914e-06
3,1,108,4.0921655886094754e-06
3,1,109,5.797788726003006e-06
3,1,110,5.68336662176705e-06
3,1,111,2.904450393970137e-06
3,1,112,1.962769350161153e-06
3,1,113,2.0140817440506e-06
3,1,114,2.030490523274864e-06
3,1,115,8.783509080068086e-07
3,1,116,2.2198107196835792e-06
3,1,117,4.971629199435057e-06
3,1,118,6.493108991367791e-06
3,1,119,6.388908009302696e-06
3,1,120,6.798623763959455e-06
3,1,121,7.854181888866663e-06
3,1,122,9.269541784817648e-06
3,1,123,1.0469016810343845e-05
3,1,124,1.3019869501196268e-05
3,1,125,1.5497568968569908e-05
3,1,126,8.992556755682557e-06
3,1,127,4.581702413908317e-06
3,1,128,2.6534018511270574e-06
3,1,129,6.682572285310329e-06
3,1,130,1.1191390851372773e-05
3,1,131,1.1869218038640383e-05
3,1,132,1.2723037368100876e-05
3,1,133,1.426318457742326e-05
3,1,134,1.5718863353164636e-05
3,1,135,1.651041623240701e-05
3,1,136,1.806247512980974e-05
3,1,137,2.1634223208000236e-05
3,1,138,2.343813646366044e-05
3,1,139,2.0925935600768497e-05
3,1,140,1.647449866037931e-05
3,1,141,1.25142564799674e-05
3,1,142,1.8636120350912222e-05
3,1,143,2.0753061024336716e-05
3,1,144,2.1125036318458967e-05
3,1,145,2.0392742480002113e-05
3,1,146,2.1279746186486648e-05
3,1,147,2.1043866060832528e-05
3,1,148,2.1386963737324294e-05
3,1,149,2.3507249063303703e-05
3,1,150,2.5893051957215363e-05
3,1,151,2.7837056877810795e-05
3,1,152,2.9400023272785347e-05
3,1,153,3.208283197819739e-05
3,1,154,3.7642026878170753e-05
3,1,155,2.7755793231776238e-05
3,1,156,1.427472757109527e-05
3,1,157,1.3054627456821066e-05
3,1,158,3.166742537397127e-05
3,1,159,2.715322010926613e-05
3,1,160,2.6353499618991805e-05
3,1,161,2.777570884759939e-05
3,1,162,2.9161735426885826e-05
3,1,163,3.032396905133794e-05
3,1,164,3.605035965792425e-05
3,1,165,4.06470790079716e-05
3,1,166,4.2826722186806165e-05
3,1,167,3.691921147641608e-05
3,1,168,3.3494238511178054e-05
3,1,169,2.12853960235293e-05
3,1,170,2.6022298343253425e-05
3,1,171,3.550934016516294e-05
3,1,172,3.719470818497328e-05
3,1,173,3.2561674252029604e-05
3,1,174,3.1306757977134225e-05
3,1,175,3.157029394662558e-05
3,1,176,3.406006841633058e-05
3,1,177,3.7892899752201004e-05
3,1,178,4.107061439073689e-05
3,1,179,4.6334404784076355e-05
3,1,180,5.552563329214166e-05
3,1,181,5.384495791727062e-05
3,1,182,3.6271670544429924e-05
3,1,183,2.3059420769300232e-05
3,1,184,2.714279850302148e-05
3,1,185,4.381746859127844e-05
3,1,186,4.333972953718401e-05
3,1,187,4.022754160581954e-05
3,1,188,4.05182834519735e-05
3,1,189,4.038830162444995e-05
3,1,190,4.2390767146294195e-05
3,1,191,4.405826271769442e-05
3,1,192,4.819259152233357e-05
3,1,193,5.418521145283961e-05
3,1,194,3.935593019299688e-05
3,1,195,5.6463702576614594e-05
3,1,196,3.795534362982522e-05
3,1,197,3.378431700529205e-05
3,1,198,5.2621885894055254e-05
